"Unweighted_Sample","Weighted_Sample","Question","Nationality","Gender","Rank (text)","Rank (number)","Percentage"
478,491,"They have a personality I like","Egyptian","Women","Ranked sixth",6,0.02
478,491,"They have a sense of humour I like","Egyptian","Women","Ranked first",1,0.06
478,491,"They have a sense of humour I like","Egyptian","Women","Ranked second",2,0.17
478,491,"They have a sense of humour I like","Egyptian","Women","Ranked third",3,0.17
478,491,"They have a sense of humour I like","Egyptian","Women","Ranked fourth",4,0.27
478,491,"They have a sense of humour I like","Egyptian","Women","Ranked fifth",5,0.21
478,491,"They have a sense of humour I like","Egyptian","Women","Ranked sixth",6,0.11
478,491,"They are intelligent","Egyptian","Women","Ranked first",1,0.13
478,491,"They are intelligent","Egyptian","Women","Ranked second",2,0.29
478,491,"They are intelligent","Egyptian","Women","Ranked third",3,0.27
478,491,"They are intelligent","Egyptian","Women","Ranked fourth",4,0.16
478,491,"They are intelligent","Egyptian","Women","Ranked fifth",5,0.1
478,491,"They are intelligent","Egyptian","Women","Ranked sixth",6,0.05
478,491,"They have/make a decent amount of money","Egyptian","Women","Ranked first",1,0.01
478,491,"They have/make a decent amount of money","Egyptian","Women","Ranked second",2,0.05
478,491,"They have/make a decent amount of money","Egyptian","Women","Ranked third",3,0.1
478,491,"They have/make a decent amount of money","Egyptian","Women","Ranked fourth",4,0.14
478,491,"They have/make a decent amount of money","Egyptian","Women","Ranked fifth",5,0.22
478,491,"They have/make a decent amount of money","Egyptian","Women","Ranked sixth",6,0.48
478,491,"They have similar interests to me","Egyptian","Women","Ranked first",1,0.14
478,491,"They have similar interests to me","Egyptian","Women","Ranked second",2,0.19
478,491,"They have similar interests to me","Egyptian","Women","Ranked third",3,0.23
478,491,"They have similar interests to me","Egyptian","Women","Ranked fourth",4,0.16
478,491,"They have similar interests to me","Egyptian","Women","Ranked fifth",5,0.15
478,491,"They have similar interests to me","Egyptian","Women","Ranked sixth",6,0.13
479,559,"They are good looking","Filipino","Men","Ranked first",1,0.2
479,559,"They are good looking","Filipino","Men","Ranked second",2,0.16
479,559,"They are good looking","Filipino","Men","Ranked third",3,0.15
479,559,"They are good looking","Filipino","Men","Ranked fourth",4,0.17
479,559,"They are good looking","Filipino","Men","Ranked fifth",5,0.2
479,559,"They are good looking","Filipino","Men","Ranked sixth",6,0.12
479,559,"They have a personality I like","Filipino","Men","Ranked first",1,0.39
479,559,"They have a personality I like","Filipino","Men","Ranked second",2,0.25
479,559,"They have a personality I like","Filipino","Men","Ranked third",3,0.17
479,559,"They have a personality I like","Filipino","Men","Ranked fourth",4,0.1
479,559,"They have a personality I like","Filipino","Men","Ranked fifth",5,0.06
479,559,"They have a personality I like","Filipino","Men","Ranked sixth",6,0.03
479,559,"They have a sense of humour I like","Filipino","Men","Ranked first",1,0.1
479,559,"They have a sense of humour I like","Filipino","Men","Ranked second",2,0.21
479,559,"They have a sense of humour I like","Filipino","Men","Ranked third",3,0.21
479,559,"They have a sense of humour I like","Filipino","Men","Ranked fourth",4,0.22
479,559,"They have a sense of humour I like","Filipino","Men","Ranked fifth",5,0.18
479,559,"They have a sense of humour I like","Filipino","Men","Ranked sixth",6,0.08
479,559,"They are intelligent","Filipino","Men","Ranked first",1,0.16
479,559,"They are intelligent","Filipino","Men","Ranked second",2,0.2
479,559,"They are intelligent","Filipino","Men","Ranked third",3,0.23
479,559,"They are intelligent","Filipino","Men","Ranked fourth",4,0.23
479,559,"They are intelligent","Filipino","Men","Ranked fifth",5,0.15
479,559,"They are intelligent","Filipino","Men","Ranked sixth",6,0.03
479,559,"They have/make a decent amount of money","Filipino","Men","Ranked first",1,0.02
479,559,"They have/make a decent amount of money","Filipino","Men","Ranked second",2,0.03
479,559,"They have/make a decent amount of money","Filipino","Men","Ranked third",3,0.07
479,559,"They have/make a decent amount of money","Filipino","Men","Ranked fourth",4,0.09
479,559,"They have/make a decent amount of money","Filipino","Men","Ranked fifth",5,0.18
479,559,"They have/make a decent amount of money","Filipino","Men","Ranked sixth",6,0.61
479,559,"They have similar interests to me","Filipino","Men","Ranked first",1,0.13
479,559,"They have similar interests to me","Filipino","Men","Ranked second",2,0.16
479,559,"They have similar interests to me","Filipino","Men","Ranked third",3,0.15
479,559,"They have similar interests to me","Filipino","Men","Ranked fourth",4,0.19
479,559,"They have similar interests to me","Filipino","Men","Ranked fifth",5,0.23
479,559,"They have similar interests to me","Filipino","Men","Ranked sixth",6,0.13
618,538,"They are good looking","Filipino","Women","Ranked first",1,0.08
618,538,"They are good looking","Filipino","Women","Ranked second",2,0.09
618,538,"They are good looking","Filipino","Women","Ranked third",3,0.11
618,538,"They are good looking","Filipino","Women","Ranked fourth",4,0.13
618,538,"They are good looking","Filipino","Women","Ranked fifth",5,0.26
618,538,"They are good looking","Filipino","Women","Ranked sixth",6,0.33
618,538,"They have a personality I like","Filipino","Women","Ranked first",1,0.41
618,538,"They have a personality I like","Filipino","Women","Ranked second",2,0.19
618,538,"They have a personality I like","Filipino","Women","Ranked third",3,0.19
618,538,"They have a personality I like","Filipino","Women","Ranked fourth",4,0.1
618,538,"They have a personality I like","Filipino","Women","Ranked fifth",5,0.07
618,538,"They have a personality I like","Filipino","Women","Ranked sixth",6,0.03
618,538,"They have a sense of humour I like","Filipino","Women","Ranked first",1,0.16
618,538,"They have a sense of humour I like","Filipino","Women","Ranked second",2,0.26
618,538,"They have a sense of humour I like","Filipino","Women","Ranked third",3,0.21
618,538,"They have a sense of humour I like","Filipino","Women","Ranked fourth",4,0.16
618,538,"They have a sense of humour I like","Filipino","Women","Ranked fifth",5,0.12
618,538,"They have a sense of humour I like","Filipino","Women","Ranked sixth",6,0.09
618,538,"They are intelligent","Filipino","Women","Ranked first",1,0.17
618,538,"They are intelligent","Filipino","Women","Ranked second",2,0.17
618,538,"They are intelligent","Filipino","Women","Ranked third",3,0.21
618,538,"They are intelligent","Filipino","Women","Ranked fourth",4,0.24
618,538,"They are intelligent","Filipino","Women","Ranked fifth",5,0.15
618,538,"They are intelligent","Filipino","Women","Ranked sixth",6,0.07
618,538,"They have/make a decent amount of money","Filipino","Women","Ranked first",1,0.04
618,538,"They have/make a decent amount of money","Filipino","Women","Ranked second",2,0.09
618,538,"They have/make a decent amount of money","Filipino","Women","Ranked third",3,0.12
618,538,"They have/make a decent amount of money","Filipino","Women","Ranked fourth",4,0.15
618,538,"They have/make a decent amount of money","Filipino","Women","Ranked fifth",5,0.24
618,538,"They have/make a decent amount of money","Filipino","Women","Ranked sixth",6,0.36
618,538,"They have similar interests to me","Filipino","Women","Ranked first",1,0.13
618,538,"They have similar interests to me","Filipino","Women","Ranked second",2,0.19
618,538,"They have similar interests to me","Filipino","Women","Ranked third",3,0.17
618,538,"They have similar interests to me","Filipino","Women","Ranked fourth",4,0.21
618,538,"They have similar interests to me","Filipino","Women","Ranked fifth",5,0.16
618,538,"They have similar interests to me","Filipino","Women","Ranked sixth",6,0.13
502,503,"They are good looking","Finnish","Men","Ranked first",1,0.16
502,503,"They are good looking","Finnish","Men","Ranked second",2,0.12
502,503,"They are good looking","Finnish","Men","Ranked third",3,0.19
502,503,"They are good looking","Finnish","Men","Ranked fourth",4,0.19
502,503,"They are good looking","Finnish","Men","Ranked fifth",5,0.29
502,503,"They are good looking","Finnish","Men","Ranked sixth",6,0.06
502,503,"They have a personality I like","Finnish","Men","Ranked first",1,0.55
502,503,"They have a personality I like","Finnish","Men","Ranked second",2,0.23
502,503,"They have a personality I like","Finnish","Men","Ranked third",3,0.1
502,503,"They have a personality I like","Finnish","Men","Ranked fourth",4,0.07
502,503,"They have a personality I like","Finnish","Men","Ranked fifth",5,0.03
502,503,"They have a personality I like","Finnish","Men","Ranked sixth",6,0.01
502,503,"They have a sense of humour I like","Finnish","Men","Ranked first",1,0.11
502,503,"They have a sense of humour I like","Finnish","Men","Ranked second",2,0.31
502,503,"They have a sense of humour I like","Finnish","Men","Ranked third",3,0.25
502,503,"They have a sense of humour I like","Finnish","Men","Ranked fourth",4,0.2
502,503,"They have a sense of humour I like","Finnish","Men","Ranked fifth",5,0.11
502,503,"They have a sense of humour I like","Finnish","Men","Ranked sixth",6,0.02
502,503,"They are intelligent","Finnish","Men","Ranked first",1,0.07
502,503,"They are intelligent","Finnish","Men","Ranked second",2,0.14
502,503,"They are intelligent","Finnish","Men","Ranked third",3,0.22
502,503,"They are intelligent","Finnish","Men","Ranked fourth",4,0.27
502,503,"They are intelligent","Finnish","Men","Ranked fifth",5,0.25
502,503,"They are intelligent","Finnish","Men","Ranked sixth",6,0.04
502,503,"They have/make a decent amount of money","Finnish","Men","Ranked first",1,0.01
502,503,"They have/make a decent amount of money","Finnish","Men","Ranked second",2,0.01
502,503,"They have/make a decent amount of money","Finnish","Men","Ranked third",3,0.03
502,503,"They have/make a decent amount of money","Finnish","Men","Ranked fourth",4,0.03
502,503,"They have/make a decent amount of money","Finnish","Men","Ranked fifth",5,0.12
502,503,"They have/make a decent amount of money","Finnish","Men","Ranked sixth",6,0.8
502,503,"They have similar interests to me","Finnish","Men","Ranked first",1,0.1
502,503,"They have similar interests to me","Finnish","Men","Ranked second",2,0.19
502,503,"They have similar interests to me","Finnish","Men","Ranked third",3,0.2
502,503,"They have similar interests to me","Finnish","Men","Ranked fourth",4,0.24
502,503,"They have similar interests to me","Finnish","Men","Ranked fifth",5,0.2
502,503,"They have similar interests to me","Finnish","Men","Ranked sixth",6,0.07
503,502,"They are good looking","Finnish","Women","Ranked first",1,0.05
503,502,"They are good looking","Finnish","Women","Ranked second",2,0.05
503,502,"They are good looking","Finnish","Women","Ranked third",3,0.09
503,502,"They are good looking","Finnish","Women","Ranked fourth",4,0.16
503,502,"They are good looking","Finnish","Women","Ranked fifth",5,0.4
503,502,"They are good looking","Finnish","Women","Ranked sixth",6,0.26
503,502,"They have a personality I like","Finnish","Women","Ranked first",1,0.59
503,502,"They have a personality I like","Finnish","Women","Ranked second",2,0.24
503,502,"They have a personality I like","Finnish","Women","Ranked third",3,0.12
503,502,"They have a personality I like","Finnish","Women","Ranked fourth",4,0.03
503,502,"They have a personality I like","Finnish","Women","Ranked fifth",5,0.01
503,502,"They have a personality I like","Finnish","Women","Ranked sixth",6,0.01
503,502,"They have a sense of humour I like","Finnish","Women","Ranked first",1,0.14
503,502,"They have a sense of humour I like","Finnish","Women","Ranked second",2,0.32
503,502,"They have a sense of humour I like","Finnish","Women","Ranked third",3,0.28
503,502,"They have a sense of humour I like","Finnish","Women","Ranked fourth",4,0.18
503,502,"They have a sense of humour I like","Finnish","Women","Ranked fifth",5,0.06
503,502,"They have a sense of humour I like","Finnish","Women","Ranked sixth",6,0.03
503,502,"They are intelligent","Finnish","Women","Ranked first",1,0.07
503,502,"They are intelligent","Finnish","Women","Ranked second",2,0.14
503,502,"They are intelligent","Finnish","Women","Ranked third",3,0.24
503,502,"They are intelligent","Finnish","Women","Ranked fourth",4,0.34
503,502,"They are intelligent","Finnish","Women","Ranked fifth",5,0.17
503,502,"They are intelligent","Finnish","Women","Ranked sixth",6,0.03
503,502,"They have/make a decent amount of money","Finnish","Women","Ranked first",1,0.01
503,502,"They have/make a decent amount of money","Finnish","Women","Ranked second",2,0.02
503,502,"They have/make a decent amount of money","Finnish","Women","Ranked third",3,0.03
503,502,"They have/make a decent amount of money","Finnish","Women","Ranked fourth",4,0.08
503,502,"They have/make a decent amount of money","Finnish","Women","Ranked fifth",5,0.24
503,502,"They have/make a decent amount of money","Finnish","Women","Ranked sixth",6,0.62
503,502,"They have similar interests to me","Finnish","Women","Ranked first",1,0.15
503,502,"They have similar interests to me","Finnish","Women","Ranked second",2,0.23
503,502,"They have similar interests to me","Finnish","Women","Ranked third",3,0.24
503,502,"They have similar interests to me","Finnish","Women","Ranked fourth",4,0.21
503,502,"They have similar interests to me","Finnish","Women","Ranked fifth",5,0.11
503,502,"They have similar interests to me","Finnish","Women","Ranked sixth",6,0.05
447,485,"They are good looking","French","Men","Ranked first",1,0.24
447,485,"They are good looking","French","Men","Ranked second",2,0.16
447,485,"They are good looking","French","Men","Ranked third",3,0.19
447,485,"They are good looking","French","Men","Ranked fourth",4,0.17
447,485,"They are good looking","French","Men","Ranked fifth",5,0.2
447,485,"They are good looking","French","Men","Ranked sixth",6,0.05
447,485,"They have a personality I like","French","Men","Ranked first",1,0.39
447,485,"They have a personality I like","French","Men","Ranked second",2,0.27
447,485,"They have a personality I like","French","Men","Ranked third",3,0.13
447,485,"They have a personality I like","French","Men","Ranked fourth",4,0.09
447,485,"They have a personality I like","French","Men","Ranked fifth",5,0.07
447,485,"They have a personality I like","French","Men","Ranked sixth",6,0.04
447,485,"They have a sense of humour I like","French","Men","Ranked first",1,0.12
447,485,"They have a sense of humour I like","French","Men","Ranked second",2,0.17
447,485,"They have a sense of humour I like","French","Men","Ranked third",3,0.23
447,485,"They have a sense of humour I like","French","Men","Ranked fourth",4,0.25
447,485,"They have a sense of humour I like","French","Men","Ranked fifth",5,0.16
447,485,"They have a sense of humour I like","French","Men","Ranked sixth",6,0.06
447,485,"They are intelligent","French","Men","Ranked first",1,0.09
447,485,"They are intelligent","French","Men","Ranked second",2,0.19
447,485,"They are intelligent","French","Men","Ranked third",3,0.24
447,485,"They are intelligent","French","Men","Ranked fourth",4,0.22
447,485,"They are intelligent","French","Men","Ranked fifth",5,0.22
447,485,"They are intelligent","French","Men","Ranked sixth",6,0.05
447,485,"They have/make a decent amount of money","French","Men","Ranked first",1,0.01
447,485,"They have/make a decent amount of money","French","Men","Ranked second",2,0.03
447,485,"They have/make a decent amount of money","French","Men","Ranked third",3,0.04
447,485,"They have/make a decent amount of money","French","Men","Ranked fourth",4,0.06
447,485,"They have/make a decent amount of money","French","Men","Ranked fifth",5,0.09
447,485,"They have/make a decent amount of money","French","Men","Ranked sixth",6,0.77
447,485,"They have similar interests to me","French","Men","Ranked first",1,0.16
447,485,"They have similar interests to me","French","Men","Ranked second",2,0.17
447,485,"They have similar interests to me","French","Men","Ranked third",3,0.17
447,485,"They have similar interests to me","French","Men","Ranked fourth",4,0.21
447,485,"They have similar interests to me","French","Men","Ranked fifth",5,0.26
447,485,"They have similar interests to me","French","Men","Ranked sixth",6,0.04
568,530,"They are good looking","French","Women","Ranked first",1,0.11
568,530,"They are good looking","French","Women","Ranked second",2,0.09
568,530,"They are good looking","French","Women","Ranked third",3,0.11
568,530,"They are good looking","French","Women","Ranked fourth",4,0.17
568,530,"They are good looking","French","Women","Ranked fifth",5,0.35
568,530,"They are good looking","French","Women","Ranked sixth",6,0.17
568,530,"They have a personality I like","French","Women","Ranked first",1,0.42
568,530,"They have a personality I like","French","Women","Ranked second",2,0.26
568,530,"They have a personality I like","French","Women","Ranked third",3,0.17
568,530,"They have a personality I like","French","Women","Ranked fourth",4,0.1
568,530,"They have a personality I like","French","Women","Ranked fifth",5,0.04
568,530,"They have a personality I like","French","Women","Ranked sixth",6,0.02
568,530,"They have a sense of humour I like","French","Women","Ranked first",1,0.17
568,530,"They have a sense of humour I like","French","Women","Ranked second",2,0.22
568,530,"They have a sense of humour I like","French","Women","Ranked third",3,0.3
568,530,"They have a sense of humour I like","French","Women","Ranked fourth",4,0.17
568,530,"They have a sense of humour I like","French","Women","Ranked fifth",5,0.1
568,530,"They have a sense of humour I like","French","Women","Ranked sixth",6,0.04
568,530,"They are intelligent","French","Women","Ranked first",1,0.09
568,530,"They are intelligent","French","Women","Ranked second",2,0.18
568,530,"They are intelligent","French","Women","Ranked third",3,0.2
568,530,"They are intelligent","French","Women","Ranked fourth",4,0.32
568,530,"They are intelligent","French","Women","Ranked fifth",5,0.18
568,530,"They are intelligent","French","Women","Ranked sixth",6,0.03
568,530,"They have/make a decent amount of money","French","Women","Ranked first",1,0.01
568,530,"They have/make a decent amount of money","French","Women","Ranked second",2,0.01
568,530,"They have/make a decent amount of money","French","Women","Ranked third",3,0.04
568,530,"They have/make a decent amount of money","French","Women","Ranked fourth",4,0.05
568,530,"They have/make a decent amount of money","French","Women","Ranked fifth",5,0.19
568,530,"They have/make a decent amount of money","French","Women","Ranked sixth",6,0.7
568,530,"They have similar interests to me","French","Women","Ranked first",1,0.19
568,530,"They have similar interests to me","French","Women","Ranked second",2,0.24
568,530,"They have similar interests to me","French","Women","Ranked third",3,0.19
568,530,"They have similar interests to me","French","Women","Ranked fourth",4,0.19
568,530,"They have similar interests to me","French","Women","Ranked fifth",5,0.14
568,530,"They have similar interests to me","French","Women","Ranked sixth",6,0.05
972,992,"They are good looking","German","Men","Ranked first",1,0.17
972,992,"They are good looking","German","Men","Ranked second",2,0.17
972,992,"They are good looking","German","Men","Ranked third",3,0.14
972,992,"They are good looking","German","Men","Ranked fourth",4,0.16
972,992,"They are good looking","German","Men","Ranked fifth",5,0.26
972,992,"They are good looking","German","Men","Ranked sixth",6,0.1
972,992,"They have a personality I like","German","Men","Ranked first",1,0.51
972,992,"They have a personality I like","German","Men","Ranked second",2,0.19
972,992,"They have a personality I like","German","Men","Ranked third",3,0.13
972,992,"They have a personality I like","German","Men","Ranked fourth",4,0.09
972,992,"They have a personality I like","German","Men","Ranked fifth",5,0.06
972,992,"They have a personality I like","German","Men","Ranked sixth",6,0.03
972,992,"They have a sense of humour I like","German","Men","Ranked first",1,0.11
972,992,"They have a sense of humour I like","German","Men","Ranked second",2,0.25
972,992,"They have a sense of humour I like","German","Men","Ranked third",3,0.27
972,992,"They have a sense of humour I like","German","Men","Ranked fourth",4,0.2
972,992,"They have a sense of humour I like","German","Men","Ranked fifth",5,0.13
972,992,"They have a sense of humour I like","German","Men","Ranked sixth",6,0.04
972,992,"They are intelligent","German","Men","Ranked first",1,0.08
972,992,"They are intelligent","German","Men","Ranked second",2,0.17
972,992,"They are intelligent","German","Men","Ranked third",3,0.24
972,992,"They are intelligent","German","Men","Ranked fourth",4,0.26
972,992,"They are intelligent","German","Men","Ranked fifth",5,0.2
972,992,"They are intelligent","German","Men","Ranked sixth",6,0.05
972,992,"They have/make a decent amount of money","German","Men","Ranked first",1,0.02
972,992,"They have/make a decent amount of money","German","Men","Ranked second",2,0.03
972,992,"They have/make a decent amount of money","German","Men","Ranked third",3,0.04
972,992,"They have/make a decent amount of money","German","Men","Ranked fourth",4,0.06
972,992,"They have/make a decent amount of money","German","Men","Ranked fifth",5,0.15
972,992,"They have/make a decent amount of money","German","Men","Ranked sixth",6,0.7
972,992,"They have similar interests to me","German","Men","Ranked first",1,0.12
972,992,"They have similar interests to me","German","Men","Ranked second",2,0.18
972,992,"They have similar interests to me","German","Men","Ranked third",3,0.18
972,992,"They have similar interests to me","German","Men","Ranked fourth",4,0.23
972,992,"They have similar interests to me","German","Men","Ranked fifth",5,0.21
972,992,"They have similar interests to me","German","Men","Ranked sixth",6,0.08
1068,1048,"They are good looking","German","Women","Ranked first",1,0.07
1068,1048,"They are good looking","German","Women","Ranked second",2,0.07
1068,1048,"They are good looking","German","Women","Ranked third",3,0.09
1068,1048,"They are good looking","German","Women","Ranked fourth",4,0.17
1068,1048,"They are good looking","German","Women","Ranked fifth",5,0.35
1068,1048,"They are good looking","German","Women","Ranked sixth",6,0.24
1068,1048,"They have a personality I like","German","Women","Ranked first",1,0.56
1068,1048,"They have a personality I like","German","Women","Ranked second",2,0.21
1068,1048,"They have a personality I like","German","Women","Ranked third",3,0.11
1068,1048,"They have a personality I like","German","Women","Ranked fourth",4,0.07
1068,1048,"They have a personality I like","German","Women","Ranked fifth",5,0.04
1068,1048,"They have a personality I like","German","Women","Ranked sixth",6,0.02
1068,1048,"They have a sense of humour I like","German","Women","Ranked first",1,0.17
1068,1048,"They have a sense of humour I like","German","Women","Ranked second",2,0.32
1068,1048,"They have a sense of humour I like","German","Women","Ranked third",3,0.26
1068,1048,"They have a sense of humour I like","German","Women","Ranked fourth",4,0.13
1068,1048,"They have a sense of humour I like","German","Women","Ranked fifth",5,0.08
1068,1048,"They have a sense of humour I like","German","Women","Ranked sixth",6,0.05
1068,1048,"They are intelligent","German","Women","Ranked first",1,0.07
1068,1048,"They are intelligent","German","Women","Ranked second",2,0.19
1068,1048,"They are intelligent","German","Women","Ranked third",3,0.23
1068,1048,"They are intelligent","German","Women","Ranked fourth",4,0.31
1068,1048,"They are intelligent","German","Women","Ranked fifth",5,0.14
1068,1048,"They are intelligent","German","Women","Ranked sixth",6,0.05
1068,1048,"They have/make a decent amount of money","German","Women","Ranked first",1,0.01
1068,1048,"They have/make a decent amount of money","German","Women","Ranked second",2,0.03
1068,1048,"They have/make a decent amount of money","German","Women","Ranked third",3,0.07
1068,1048,"They have/make a decent amount of money","German","Women","Ranked fourth",4,0.1
1068,1048,"They have/make a decent amount of money","German","Women","Ranked fifth",5,0.25
1068,1048,"They have/make a decent amount of money","German","Women","Ranked sixth",6,0.55
1068,1048,"They have similar interests to me","German","Women","Ranked first",1,0.13
1068,1048,"They have similar interests to me","German","Women","Ranked second",2,0.19
1068,1048,"They have similar interests to me","German","Women","Ranked third",3,0.24
1068,1048,"They have similar interests to me","German","Women","Ranked fourth",4,0.22
1068,1048,"They have similar interests to me","German","Women","Ranked fifth",5,0.14
1068,1048,"They have similar interests to me","German","Women","Ranked sixth",6,0.09
489,538,"They are good looking","Hong Kong","Men","Ranked first",1,0.33
489,538,"They are good looking","Hong Kong","Men","Ranked second",2,0.21
489,538,"They are good looking","Hong Kong","Men","Ranked third",3,0.17
489,538,"They are good looking","Hong Kong","Men","Ranked fourth",4,0.14
489,538,"They are good looking","Hong Kong","Men","Ranked fifth",5,0.08
489,538,"They are good looking","Hong Kong","Men","Ranked sixth",6,0.07
489,538,"They have a personality I like","Hong Kong","Men","Ranked first",1,0.45
489,538,"They have a personality I like","Hong Kong","Men","Ranked second",2,0.26
489,538,"They have a personality I like","Hong Kong","Men","Ranked third",3,0.12
489,538,"They have a personality I like","Hong Kong","Men","Ranked fourth",4,0.07
489,538,"They have a personality I like","Hong Kong","Men","Ranked fifth",5,0.06
489,538,"They have a personality I like","Hong Kong","Men","Ranked sixth",6,0.04
489,538,"They have a sense of humour I like","Hong Kong","Men","Ranked first",1,0.06
489,538,"They have a sense of humour I like","Hong Kong","Men","Ranked second",2,0.14
489,538,"They have a sense of humour I like","Hong Kong","Men","Ranked third",3,0.21
489,538,"They have a sense of humour I like","Hong Kong","Men","Ranked fourth",4,0.23
489,538,"They have a sense of humour I like","Hong Kong","Men","Ranked fifth",5,0.25
489,538,"They have a sense of humour I like","Hong Kong","Men","Ranked sixth",6,0.11
489,538,"They are intelligent","Hong Kong","Men","Ranked first",1,0.06
489,538,"They are intelligent","Hong Kong","Men","Ranked second",2,0.13
489,538,"They are intelligent","Hong Kong","Men","Ranked third",3,0.2
489,538,"They are intelligent","Hong Kong","Men","Ranked fourth",4,0.26
489,538,"They are intelligent","Hong Kong","Men","Ranked fifth",5,0.24
489,538,"They are intelligent","Hong Kong","Men","Ranked sixth",6,0.12
489,538,"They have/make a decent amount of money","Hong Kong","Men","Ranked first",1,0.03
489,538,"They have/make a decent amount of money","Hong Kong","Men","Ranked second",2,0.05
489,538,"They have/make a decent amount of money","Hong Kong","Men","Ranked third",3,0.08
489,538,"They have/make a decent amount of money","Hong Kong","Men","Ranked fourth",4,0.1
489,538,"They have/make a decent amount of money","Hong Kong","Men","Ranked fifth",5,0.18
489,538,"They have/make a decent amount of money","Hong Kong","Men","Ranked sixth",6,0.56
489,538,"They have similar interests to me","Hong Kong","Men","Ranked first",1,0.07
489,538,"They have similar interests to me","Hong Kong","Men","Ranked second",2,0.22
489,538,"They have similar interests to me","Hong Kong","Men","Ranked third",3,0.22
489,538,"They have similar interests to me","Hong Kong","Men","Ranked fourth",4,0.2
489,538,"They have similar interests to me","Hong Kong","Men","Ranked fifth",5,0.19
489,538,"They have similar interests to me","Hong Kong","Men","Ranked sixth",6,0.11
631,582,"They are good looking","Hong Kong","Women","Ranked first",1,0.19
631,582,"They are good looking","Hong Kong","Women","Ranked second",2,0.11
631,582,"They are good looking","Hong Kong","Women","Ranked third",3,0.17
631,582,"They are good looking","Hong Kong","Women","Ranked fourth",4,0.17
631,582,"They are good looking","Hong Kong","Women","Ranked fifth",5,0.21
631,582,"They are good looking","Hong Kong","Women","Ranked sixth",6,0.17
631,582,"They have a personality I like","Hong Kong","Women","Ranked first",1,0.53
631,582,"They have a personality I like","Hong Kong","Women","Ranked second",2,0.23
631,582,"They have a personality I like","Hong Kong","Women","Ranked third",3,0.1
631,582,"They have a personality I like","Hong Kong","Women","Ranked fourth",4,0.06
631,582,"They have a personality I like","Hong Kong","Women","Ranked fifth",5,0.04
631,582,"They have a personality I like","Hong Kong","Women","Ranked sixth",6,0.04
631,582,"They have a sense of humour I like","Hong Kong","Women","Ranked first",1,0.09
631,582,"They have a sense of humour I like","Hong Kong","Women","Ranked second",2,0.22
631,582,"They have a sense of humour I like","Hong Kong","Women","Ranked third",3,0.25
631,582,"They have a sense of humour I like","Hong Kong","Women","Ranked fourth",4,0.19
631,582,"They have a sense of humour I like","Hong Kong","Women","Ranked fifth",5,0.16
631,582,"They have a sense of humour I like","Hong Kong","Women","Ranked sixth",6,0.09
631,582,"They are intelligent","Hong Kong","Women","Ranked first",1,0.08
631,582,"They are intelligent","Hong Kong","Women","Ranked second",2,0.14
631,582,"They are intelligent","Hong Kong","Women","Ranked third",3,0.19
631,582,"They are intelligent","Hong Kong","Women","Ranked fourth",4,0.27
631,582,"They are intelligent","Hong Kong","Women","Ranked fifth",5,0.19
631,582,"They are intelligent","Hong Kong","Women","Ranked sixth",6,0.12
631,582,"They have/make a decent amount of money","Hong Kong","Women","Ranked first",1,0.03
631,582,"They have/make a decent amount of money","Hong Kong","Women","Ranked second",2,0.05
631,582,"They have/make a decent amount of money","Hong Kong","Women","Ranked third",3,0.09
631,582,"They have/make a decent amount of money","Hong Kong","Women","Ranked fourth",4,0.15
631,582,"They have/make a decent amount of money","Hong Kong","Women","Ranked fifth",5,0.26
631,582,"They have/make a decent amount of money","Hong Kong","Women","Ranked sixth",6,0.42
631,582,"They have similar interests to me","Hong Kong","Women","Ranked first",1,0.09
631,582,"They have similar interests to me","Hong Kong","Women","Ranked second",2,0.25
631,582,"They have similar interests to me","Hong Kong","Women","Ranked third",3,0.2
631,582,"They have similar interests to me","Hong Kong","Women","Ranked fourth",4,0.16
631,582,"They have similar interests to me","Hong Kong","Women","Ranked fifth",5,0.14
631,582,"They have similar interests to me","Hong Kong","Women","Ranked sixth",6,0.16
519,518,"They are good looking","Indian","Men","Ranked first",1,0.17
519,518,"They are good looking","Indian","Men","Ranked second",2,0.16
519,518,"They are good looking","Indian","Men","Ranked third",3,0.17
519,518,"They are good looking","Indian","Men","Ranked fourth",4,0.15
519,518,"They are good looking","Indian","Men","Ranked fifth",5,0.25
519,518,"They are good looking","Indian","Men","Ranked sixth",6,0.1
519,518,"They have a personality I like","Indian","Men","Ranked first",1,0.22
519,518,"They have a personality I like","Indian","Men","Ranked second",2,0.19
519,518,"They have a personality I like","Indian","Men","Ranked third",3,0.21
519,518,"They have a personality I like","Indian","Men","Ranked fourth",4,0.18
519,518,"They have a personality I like","Indian","Men","Ranked fifth",5,0.13
519,518,"They have a personality I like","Indian","Men","Ranked sixth",6,0.08
519,518,"They have a sense of humour I like","Indian","Men","Ranked first",1,0.19
519,518,"They have a sense of humour I like","Indian","Men","Ranked second",2,0.19
519,518,"They have a sense of humour I like","Indian","Men","Ranked third",3,0.2
519,518,"They have a sense of humour I like","Indian","Men","Ranked fourth",4,0.16
519,518,"They have a sense of humour I like","Indian","Men","Ranked fifth",5,0.18
519,518,"They have a sense of humour I like","Indian","Men","Ranked sixth",6,0.07
519,518,"They are intelligent","Indian","Men","Ranked first",1,0.15
519,518,"They are intelligent","Indian","Men","Ranked second",2,0.22
519,518,"They are intelligent","Indian","Men","Ranked third",3,0.2
