Date,Maximum Temperature degrees (F),Minimum Temperature degrees (F),Precipitation (inches),Snow (inches),Snow Depth (inches)
4/6/12,61,37,0,0,0
4/7/12,57,44,0.17,0,0
4/8/12,61,37,0,0,0
4/9/12,48,31,0,0,0
4/10/12,44,28,0,0,0
4/11/12,54,27,0,0,0
4/12/12,63,34,0,0,0
4/13/12,53,47,0.07,0,0
4/14/12,73,45,T,0,0
4/15/12,75,47,1.19,0,0
4/16/12,48,34,0.24,T,0
4/17/12,58,33,0.13,0,0
4/18/12,63,46,0.05,0,0
4/19/12,47,39,0.06,0,0
4/20/12,58,33,0,0,0
4/21/12,52,41,0.29,0,0
4/22/12,56,41,0.03,0,0
4/23/12,65,36,0,0,0
4/24/12,73,49,T,0,0
4/25/12,73,49,0.05,0,0
4/26/12,56,44,0,0,0
4/27/12,56,42,T,0,0
4/28/12,51,40,0.25,T,0
4/29/12,57,44,0.05,0,0
4/30/12,63,44,T,0,0
5/1/12,74,51,0.75,0,0
5/2/12,81,58,0.03,0,0
5/3/12,80,60,0.76,0,0
5/4/12,74,53,0.38,0,0
5/5/12,60,54,0.91,0,0
5/6/12,64,52,1.4,T,0
5/7/12,66,51,0,0,0
5/8/12,60,49,0.06,0,0
5/9/12,66,46,0,0,0
5/10/12,73,46,0,0,0
5/11/12,71,51,0.06,0,0
5/12/12,69,50,0,0,0
5/13/12,76,49,0,0,0
5/14/12,85,55,0,0,0
5/15/12,74,55,0,0,0
5/16/12,70,47,0,0,0
5/17/12,83,56,0,0,0
5/18/12,93,63,0,0,0
5/19/12,88,63,0.42,0,0
5/20/12,63,51,0.02,0,0
5/21/12,74,47,0,0,0
5/22/12,85,56,0,0,0
5/23/12,89,64,0.81,0,0
5/24/12,65,57,2.58,0,0
5/25/12,69,53,T,0,0
5/26/12,64,59,0.65,0,0
5/27/12,92,64,0.32,0,0
5/28/12,80,60,0.19,0,0
5/29/12,64,52,T,0,0
5/30/12,62,47,T,0,0
5/31/12,66,49,T,0,0
6/1/12,72,46,0,0,0
6/2/12,76,54,0,0,0
6/3/12,77,57,0,0,0
6/4/12,84,60,0,0,0
6/5/12,83,61,0,0,0
6/6/12,82,62,0.02,0,0
6/7/12,82,65,0,0,0
6/8/12,90,71,0.01,0,0
6/9/12,92,72,0,0,0
6/10/12,93,64,0.37,0,0
6/11/12,74,55,0,0,0
6/12/12,69,51,0,0,0
6/13/12,76,55,T,0,0
6/14/12,70,61,0.86,0,0
6/15/12,81,63,0,0,0
6/16/12,83,66,0.31,0,0
6/17/12,78,60,1.15,0,0
6/18/12,90,67,0.1,0,0
6/19/12,93,65,0.61,0,0
6/20/12,83,64,0.16,0,0
6/21/12,77,61,0,0,0
6/22/12,81,62,0,0,0
6/23/12,78,66,T,0,0
6/24/12,84,66,0,0,0
6/25/12,77,60,0,0,0
6/26/12,82,60,0,0,0
6/27/12,93,69,0,0,0
6/28/12,88,71,0,0,0
6/29/12,90,64,0,0,0
6/30/12,92,70,T,0,0
7/1/12,94,73,0,0,0
7/2/12,99,77,0,0,0
7/3/12,97,68,0.05,0,0
7/4/12,101,81,T,0,0
7/5/12,96,79,0,0,0
7/6/12,102,66,0.54,0,0
7/7/12,86,64,T,0,0
7/8/12,90,71,0,0,0
7/9/12,87,69,0,0,0
7/10/12,88,65,0,0,0
7/11/12,88,66,0,0,0
7/12/12,89,70,T,0,0
7/13/12,91,67,1,T,0
7/14/12,91,68,T,0,0
7/15/12,90,74,0,0,0
7/16/12,98,77,0,0,0
7/17/12,94,76,0,0,0
7/18/12,83,71,0.83,0,0
7/19/12,84,69,0,0,0
7/20/12,87,67,T,0,0
7/21/12,89,71,0.22,0,0
7/22/12,89,75,T,0,0
7/23/12,96,76,0.05,0,0
7/24/12,82,70,1.69,0,0
7/25/12,92,75,0.01,0,0
7/26/12,84,66,0,0,0
7/27/12,80,64,0,0,0
7/28/12,83,65,T,0,0
7/29/12,80,66,0.51,0,0
7/30/12,89,69,0,0,0
7/31/12,88,68,0,0,0
8/1/12,92,69,T,0,0
8/2/12,90,72,0,0,0
8/3/12,89,66,0.38,0,0
8/4/12,78,65,0.02,0,0
8/5/12,76,57,0,0,0
8/6/12,86,61,0,0,0
8/7/12,88,68,0,0,0
8/8/12,80,64,0.01,0,0
8/9/12,79,60,0.1,0,0
8/10/12,79,56,0,0,0
8/11/12,79,54,0,0,0
8/12/12,68,61,T,0,0
8/13/12,83,57,0,0,0
8/14/12,78,59,T,0,0
8/15/12,83,64,0.73,0,0
8/16/12,71,56,0,0,0
8/17/12,74,50,0,0,0
8/18/12,78,56,0.02,0,0
8/19/12,77,57,0,0,0
8/20/12,79,51,0,0,0
8/21/12,80,56,0,0,0
8/22/12,79,58,0.04,0,0
8/23/12,86,70,0.01,0,0
8/24/12,89,66,0,0,0
8/25/12,76,66,0.06,0,0
8/26/12,86,67,0.01,0,0
8/27/12,87,61,0,0,0
8/28/12,84,66,0,0,0
8/29/12,93,69,0,0,0
8/30/12,92,72,0,0,0
8/31/12,86,63,0,0,0
9/1/12,86,65,0,0,0
9/2/12,88,62,0,0,0
9/3/12,92,70,0,0,0
9/4/12,92,68,0,0,0
9/5/12,84,61,0.02,0,0
9/6/12,81,57,T,0,0
9/7/12,72,55,T,0,0
9/8/12,79,50,0,0,0
9/9/12,75,52,0,0,0
9/10/12,83,54,0,0,0
9/11/12,95,63,0,0,0
9/12/12,78,56,0.09,0,0
9/13/12,75,53,0,0,0
9/14/12,76,50,0,0,0
9/15/12,85,52,0,0,0
9/16/12,80,61,0,0,0
9/17/12,64,47,0.19,0,0
9/18/12,61,43,0,0,0
9/19/12,76,52,T,0,0
9/20/12,66,50,0,0,0
9/21/12,63,40,T,0,0
9/22/12,60,39,T,0,0
9/23/12,61,36,0,0,0
9/24/12,77,40,0,0,0
9/25/12,68,45,0,0,0
9/26/12,65,40,0,0,0
9/27/12,69,41,0,0,0
9/28/12,76,46,0,0,0
9/29/12,82,51,0,0,0
9/30/12,77,48,0,0,0
10/1/12,72,53,0,0,0
10/2/12,72,44,0,0,0
10/3/12,78,48,0,0,0
10/4/12,64,42,0,0,0
10/5/12,48,36,0,0,0
10/6/12,45,33,0,0,0
10/7/12,53,28,0,0,0
10/8/12,64,39,T,0,0
10/9/12,50,36,0.03,0,0
10/10/12,55,32,0,0,0
10/11/12,55,33,T,0,0
10/12/12,53,28,0,0,0
10/13/12,53,47,0.04,0,0
10/14/12,59,45,0,0,0
10/15/12,61,38,T,0,0
10/16/12,65,52,T,0,0
10/17/12,62,47,T,0,0
10/18/12,50,43,0.01,0,0
10/19/12,52,38,0.21,0,0
10/20/12,54,34,0,0,0
10/21/12,71,42,0,0,0
10/22/12,64,50,T,0,0
10/23/12,65,55,0.08,0,0
10/24/12,60,47,0.18,0,0
10/25/12,47,35,0.75,T,0
10/26/12,39,32,0,0,0
10/27/12,43,28,0,0,0
10/28/12,46,29,0,0,0
10/29/12,45,31,0,0,0
10/30/12,50,28,0,0,0
10/31/12,52,25,0,0,0
11/1/12,47,31,0,0,0
11/2/12,39,27,0,0,0
11/3/12,43,37,0,0,0
11/4/12,45,30,0.01,0,0
11/5/12,45,38,T,0,0
11/6/12,44,38,0.31,0,0
11/7/12,47,38,0,0,0
11/8/12,54,34,0,0,0
11/9/12,55,35,0,0,0
11/10/12,69,44,0.24,0,0
11/11/12,56,22,0.02,T,0
11/12/12,27,19,0.01,0.2,0
11/13/12,43,18,0,0,T
11/14/12,51,34,0,0,0
11/15/12,53,29,T,0,0
11/16/12,44,23,0,0,0
11/17/12,54,32,0,0,0
11/18/12,57,43,0,0,0
11/19/12,59,38,T,0,0
11/20/12,54,33,0,0,0
11/21/12,62,38,0,0,0
11/22/12,60,24,0.02,0.1,0
11/23/12,27,14,0.02,0.5,1
11/24/12,30,11,T,T,T
11/25/12,30,23,0,0,T
11/26/12,23,10,0,0,T
11/27/12,39,16,0,0,T
11/28/12,36,25,0,0,0
11/29/12,40,23,0,0,0
11/30/12,36,31,0,0,0
12/1/12,48,34,0,0,0
12/2/12,40,29,0,0,0
12/3/12,55,37,0.02,0,0
12/4/12,45,21,0,0,0
12/5/12,40,19,0,0,0
12/6/12,46,27,T,0,0
12/7/12,32,24,0.05,0.8,0
12/8/12,33,25,0,0,1
12/9/12,32,20,0.95,10.5,2
12/10/12,20,2,T,0.1,9
12/11/12,20,4,T,0.1,8
12/12/12,43,12,0,0,8
12/13/12,40,24,0,0,6
12/14/12,39,20,0,0,6
12/15/12,39,33,0.42,0.1,4
12/16/12,34,20,T,T,1
12/17/12,25,20,T,T,1
12/18/12,29,23,T,T,1
12/19/12,32,27,0.02,0.2,1
12/20/12,28,13,0.02,0.5,1
12/21/12,21,9,0,0,1
12/22/12,29,9,0,0,1
12/23/12,19,10,0,0,1
12/24/12,18,6,0.01,0.5,1
12/25/12,13,0,0,0,1
12/26/12,19,5,0,0,1
12/27/12,21,8,0.09,1,1
12/28/12,26,13,0.06,1.2,3
12/29/12,19,5,T,T,3
12/30/12,25,1,0,0,3
12/31/12,18,1,T,T,3
1/1/13,20,-5,T,T,3
1/2/13,21,14,0.01,0.4,3
1/3/13,22,11,T,0.6,3
1/4/13,30,16,0,0,3
1/5/13,26,10,0,0,3
1/6/13,24,10,0,0,3
1/7/13,36,15,0,0,3
1/8/13,35,16,0,0,3
1/9/13,35,25,0,0,3
1/10/13,39,24,0.28,0,2
1/11/13,41,34,0.02,0,1
1/12/13,39,5,T,T,0
1/13/13,9,2,T,T,0
1/14/13,14,5,0,0,T
1/15/13,30,10,0,0,T
1/16/13,36,14,0.02,0.3,T
1/17/13,20,6,T,T,T
1/18/13,41,17,0.01,0.1,T
1/19/13,39,2,0,0,T
1/20/13,9,-2,T,T,0
1/21/13,-2,-10,T,T,T
1/22/13,5,-12,0,0,T
1/23/13,17,-5,T,0.2,T
1/24/13,13,-6,T,T,T
1/25/13,21,4,T,T,T
1/26/13,23,2,0,0,0
1/27/13,33,21,0.49,3,0
1/28/13,33,30,T,0,3
1/29/13,33,25,0.03,0,2
1/30/13,26,6,T,T,2
1/31/13,7,-10,T,T,2
2/1/13,4,-13,0.06,2,2
2/2/13,9,0,0.03,0.7,4
2/3/13,13,3,0.04,0.9,4
2/4/13,14,3,0.06,1.2,5
2/5/13,27,8,0.05,1.2,6
2/6/13,23,3,0.04,0.7,5
2/7/13,25,18,T,0,5
2/8/13,23,16,0,0,5
2/9/13,29,22,0,0,5
2/10/13,35,25,0.62,2.2,5
2/11/13,32,19,T,0.1,6
2/12/13,36,16,0,0,6
2/13/13,39,20,0.09,0.5,6
2/14/13,34,15,0.09,1.1,7
2/15/13,18,6,0,0,7
2/16/13,20,2,T,T,7
2/17/13,32,9,0,0,7
2/18/13,34,9,0.01,0.3,6
2/19/13,10,0,T,T,6
2/20/13,19,-3,0,0,5
2/21/13,23,7,0,0,5
2/22/13,29,20,0.24,4.2,7
2/23/13,29,20,0,0,9
2/24/13,34,12,0,0,8
2/25/13,37,23,0,0,7
2/26/13,36,17,0,0,6
2/27/13,38,29,0,0,6
2/28/13,31,25,0,0,6
3/1/13,31,19,0,0,6
3/2/13,32,10,0,0,6
3/3/13,32,18,0,0,6
3/4/13,29,23,0.34,3.9,5
3/5/13,30,22,0.41,5.4,11
3/6/13,29,17,0,0,13
3/7/13,31,11,0,0,11
3/8/13,39,19,0,0,11
3/9/13,38,33,0.61,0,8
3/10/13,36,31,0.01,T,6
3/11/13,31,23,0,0,6
3/12/13,29,20,T,T,6
3/13/13,33,14,0,0,6
3/14/13,40,24,0.06,0.6,6
3/15/13,35,24,0.19,0.8,5
3/16/13,27,14,0,0,6
3/17/13,29,9,0,0,6
3/18/13,30,11,0.23,3.1,8
3/19/13,23,7,0,0,8
3/20/13,21,5,0,0,8
3/21/13,29,7,0,0,8
3/22/13,37,13,0,0,7
3/23/13,39,20,0,0,6
3/24/13,33,29,0,0,6
3/25/13,38,24,0,0,6
3/26/13,39,27,0,0,5
3/27/13,43,23,0,0,4
3/28/13,44,25,0,0,4
3/29/13,49,32,T,0,2
3/30/13,56,36,0.19,0,T
3/31/13,42,24,0,0,T
4/1/13,36,19,0,0,T
4/2/13,38,19,0,0,0
4/3/13,48,23,0,0,0
4/4/13,53,33,0,0,0
4/5/13,44,28,0.07,T,0
4/6/13,55,37,0.09,0,0
4/7/13,48,35,0.19,0,0
4/8/13,48,40,0.52,0,0
4/9/13,44,31,0.48,0.7,0
4/10/13,40,30,0.09,0.7,1
4/11/13,36,31,0.76,4.4,1
4/12/13,36,28,0.06,0.6,4
4/13/13,36,29,0.01,0.2,4
4/14/13,38,30,0.46,0.2,3
4/15/13,40,33,0,0,2
4/16/13,47,33,0,0,1
4/17/13,42,35,0.26,T,0
4/18/13,35,32,1.02,6.4,0
4/19/13,38,26,0.12,0.9,7
4/20/13,42,21,0,0,5
4/21/13,51,34,0.15,T,3
4/22/13,44,33,0.82,3.5,0
4/23/13,42,29,0.02,0.3,3
4/24/13,51,29,T,0,T
4/25/13,51,33,T,T,0
4/26/13,72,45,0.02,0,0
4/27/13,75,43,0,0,0
4/28/13,81,54,0.08,0,0
4/29/13,75,51,0,0,0
4/30/13,72,56,0,0,0
5/1/13,56,35,0.35,T,0
5/2/13,48,35,T,T,0
5/3/13,38,32,0.2,0.5,0
5/4/13,49,34,0.08,T,0
5/5/13,67,39,0,0,0
5/6/13,76,46,0,0,0
5/7/13,78,53,0,0,0
5/8/13,78,58,0.12,0,0
5/9/13,60,43,0.1,0,0
5/10/13,67,37,T,0,0
5/11/13,57,42,T,0,0
5/12/13,59,34,0,0,0
5/13/13,72,41,0.01,0,0
5/14/13,98,54,0,0,0
5/15/13,79,56,0,0,0
5/16/13,83,58,T,0,0
5/17/13,66,57,0.25,0,0
5/18/13,81,56,1.47,0,0
5/19/13,82,64,1.16,0,0
5/20/13,72,60,0.6,0,0
5/21/13,65,49,0.07,0,0
5/22/13,55,47,0.13,0,0
5/23/13,65,45,0,0,0
5/24/13,68,44,0.16,0,0
5/25/13,62,54,T,0,0
5/26/13,60,54,0,0,0
5/27/13,62,55,0.05,0,0
5/28/13,62,54,0.06,0,0
5/29/13,76,55,0.92,0,0
5/30/13,77,65,0.26,0,0
5/31/13,79,63,0.25,0,0
6/1/13,72,52,0.06,0,0
6/2/13,67,50,0,0,0
6/3/13,71,51,T,0,0
6/4/13,64,57,0.02,0,0
6/5/13,60,54,0.15,0,0
6/6/13,58,51,T,0,0
6/7/13,66,54,0,0,0
6/8/13,72,56,0,0,0
6/9/13,69,58,0.54,0,0
6/10/13,77,59,0,0,0
6/11/13,79,60,T,0,0
6/12/13,76,62,0.59,0,0
6/13/13,79,58,0,0,0
6/14/13,79,60,0.01,0,0
6/15/13,76,65,0.02,0,0
6/16/13,86,60,0.01,0,0
6/17/13,82,62,0,0,0
6/18/13,75,57,0,0,0
6/19/13,85,61,0,0,0
6/20/13,91,70,0,0,0
6/21/13,82,64,2.5,T,0
6/22/13,82,66,0.54,0,0
6/23/13,84,70,0.26,0,0
6/24/13,82,66,T,0,0
6/25/13,84,66,0,0,0
6/26/13,89,73,T,0,0
6/27/13,87,72,0,0,0
6/28/13,79,67,0.09,0,0
6/29/13,77,63,0.38,0,0
6/30/13,82,57,0,0,0
7/1/13,85,63,0,0,0
7/2/13,83,61,0,0,0
7/3/13,84,61,0,0,0
7/4/13,90,66,0,0,0
7/5/13,89,72,0,0,0
7/6/13,92,76,T,0,0
7/7/13,91,73,0.03,0,0
7/8/13,89,67,0,0,0
7/9/13,87,71,0.34,0,0
7/10/13,83,63,0,0,0
7/11/13,86,64,0,0,0
7/12/13,90,68,0,0,0
7/13/13,80,65,2.79,0,0
7/14/13,86,71,0,0,0
7/15/13,89,70,0,0,0
7/16/13,92,76,0,0,0
7/17/13,94,78,0,0,0
7/18/13,94,80,0,0,0
7/19/13,86,72,T,0,0
7/20/13,82,66,T,0,0
7/21/13,81,59,0.29,0,0
7/22/13,88,67,T,0,0
7/23/13,77,63,0,0,0
7/24/13,78,61,T,0,0
7/25/13,83,64,0.03,0,0
7/26/13,72,56,0.01,0,0
7/27/13,64,53,0.02,0,0
7/28/13,75,53,0,0,0
7/29/13,79,56,T,0,0
7/30/13,72,65,T,0,0
7/31/13,83,63,T,0,0
8/1/13,83,59,0,0,0
8/2/13,79,61,0,0,0
8/3/13,80,58,0,0,0
8/4/13,76,56,0,0,0
8/5/13,81,61,0.65,0,0
8/6/13,86,59,1.33,T,0
8/7/13,77,62,0,0,0
8/8/13,75,58,0,0,0
8/9/13,76,60,0,0,0
8/10/13,77,62,0,0,0
8/11/13,80,65,0,0,0
8/12/13,80,63,0,0,0
8/13/13,76,57,0,0,0
8/14/13,78,58,0,0,0
8/15/13,79,59,0,0,0
8/16/13,80,61,0,0,0
8/17/13,82,60,0,0,0
8/18/13,83,62,0,0,0
8/19/13,88,69,0,0,0
8/20/13,90,71,0,0,0
8/21/13,88,74,T,0,0
8/22/13,87,68,0,0,0
8/23/13,88,64,0,0,0
8/24/13,90,71,0,0,0
8/25/13,96,80,0,0,0
8/26/13,97,80,0,0,0
8/27/13,96,79,0,0,0
8/28/13,92,73,0,0,0
8/29/13,95,75,0.03,0,0
8/30/13,85,72,0,0,0
8/31/13,89,66,0.06,0,0
9/1/13,75,61,0,0,0
9/2/13,68,55,0,0,0
9/3/13,78,53,0,0,0
9/4/13,88,62,0,0,0
9/5/13,82,64,0,0,0
9/6/13,92,70,T,0,0
9/7/13,94,71,0,0,0
9/8/13,77,67,T,0,0
9/9/13,94,70,T,0,0
9/10/13,81,70,0.02,0,0
9/11/13,86,66,0,0,0
9/12/13,76,57,0,0,0
9/13/13,70,49,0,0,0
9/14/13,73,51,0.47,0,0
9/15/13,67,50,0.33,0,0
9/16/13,67,44,0,0,0
9/17/13,67,48,0.03,0,0
9/18/13,75,60,0.14,0,0
9/19/13,78,64,0.18,0,0
9/20/13,66,51,0.04,0,0
9/21/13,64,47,0,0,0
9/22/13,74,49,0,0,0
9/23/13,74,53,0,0,0
9/24/13,76,53,0,0,0
9/25/13,74,54,0,0,0
9/26/13,82,56,0,0,0
9/27/13,86,65,T,0,0
9/28/13,72,51,0.14,0,0
9/29/13,77,48,0,0,0
9/30/13,80,58,0,0,0
10/1/13,77,53,0,0,0
10/2/13,77,48,0.9,0,0
10/3/13,61,55,0.03,0,0
10/4/13,59,55,0.29,0,0
10/5/13,61,46,0.01,0,0
10/6/13,55,42,0.05,0,0
10/7/13,67,43,0,0,0
10/8/13,77,50,0,0,0
10/9/13,76,56,0,0,0
10/10/13,78,52,0,0,0
10/11/13,75,57,0.04,0,0
10/12/13,58,46,T,0,0
10/13/13,61,39,0,0,0
10/14/13,55,42,0.56,0,0
10/15/13,55,46,0.62,0,0
10/16/13,55,42,0.01,0,0
10/17/13,59,41,0.17,0,0
10/18/13,53,38,0.02,0,0
10/19/13,49,34,0.06,T,0
10/20/13,47,33,0.08,0,0
10/21/13,40,29,T,T,0
10/22/13,40,26,T,T,0
10/23/13,39,33,0,0,0
10/24/13,44,33,0,0,0
10/25/13,58,28,0,0,0
10/26/13,50,36,0,0,0
10/27/13,58,31,0,0,0
10/28/13,44,31,0,0,0
10/29/13,42,32,0.03,0,0
10/30/13,50,40,0.13,0,0
10/31/13,50,40,T,0,0
11/1/13,52,38,0,0,0
11/2/13,50,34,0,0,0
11/3/13,55,35,0,0,0
11/4/13,49,36,0.17,0,0
11/5/13,45,30,0.18,0.7,0
11/6/13,40,30,0.05,0.4,T
11/7/13,36,28,0,0,0
11/8/13,47,24,T,0,0
11/9/13,46,36,T,0,0
11/10/13,42,33,0,0,0
11/11/13,39,16,T,T,0
11/12/13,28,12,0,0,0
11/13/13,50,23,0,0,0
11/14/13,52,35,0,0,0
11/15/13,56,32,0,0,0
11/16/13,50,41,0.11,0,0
11/17/13,46,32,0,0,0
11/18/13,36,25,0,0,0
11/19/13,47,23,0,0,0
11/20/13,45,37,0,0,0
11/21/13,39,25,0.01,T,0
11/22/13,33,13,0,0,T
11/23/13,19,7,0,0,T
11/24/13,31,8,0,0,T
11/25/13,40,28,T,T,0
11/26/13,31,15,T,T,0
11/27/13,25,9,0,0,0
11/28/13,29,15,0,0,0
11/29/13,34,14,0,0,0
11/30/13,42,25,0,0,0
12/1/13,34,21,0,0,0
12/2/13,38,28,0.12,0.5,0
12/3/13,36,32,0.08,T,0
12/4/13,32,14,0.52,4.1,1
12/5/13,14,0,T,T,3
12/6/13,5,-7,0,0,3
12/7/13,1,-11,0,0,3
12/8/13,12,-1,0.07,1.6,3
12/9/13,12,-3,T,0.1,4
12/10/13,13,2,0.06,1.8,5
12/11/13,5,-8,0,0,4
12/12/13,19,1,T,T,4
12/13/13,17,11,0.02,0.1,4
12/14/13,16,0,0.06,0.7,5
12/15/13,4,-1,0,0,5
12/16/13,22,1,0.1,1.1,5
12/17/13,33,9,T,T,6
12/18/13,37,8,0,0,6
12/19/13,28,16,0.03,0.4,5
12/20/13,20,15,0.02,0.3,6
12/21/13,23,16,0,0,6
12/22/13,19,5,0.03,0.8,6
12/23/13,5,-6,T,0.3,7
12/24/13,11,-13,0.23,2.8,6
12/25/13,28,9,0.02,0.2,9
12/26/13,26,11,0.01,0.2,9
12/27/13,40,14,0,0,8
12/28/13,47,20,T,0,7
12/29/13,20,-11,T,T,5
12/30/13,2,-11,0.09,0.9,5
12/31/13,-1,-9,T,T,6
1/1/14,1,-8,0,0,6
1/2/14,4,-10,0,0,6
1/3/14,29,-10,0.12,0.3,6
1/4/14,35,-2,0.02,T,6
1/5/14,-2,-20,T,T,6
1/6/14,-12,-23,T,T,6
1/7/14,5,-15,0,0,6
1/8/14,4,-11,0,0,6
1/9/14,20,-11,0,0,6
1/10/14,31,16,T,T,6
1/11/14,32,23,0,0,6
1/12/14,40,22,0,0,6
1/13/14,34,27,0.01,0.3,6
1/14/14,28,7,0.26,4.1,9
1/15/14,25,-1,0.03,0.5,10
1/16/14,35,7,0.05,0.6,11
1/17/14,13,1,T,T,10
1/18/14,23,9,0.17,4.5,14
1/19/14,39,17,0,0,13
1/20/14,31,-3,0.01,0.2,10
1/21/14,6,-13,0.02,0.5,10
1/22/14,8,-8,0.01,0.6,11
1/23/14,2,-17,0,0,11
1/24/14,33,2,0.08,1.3,10
1/25/14,24,2,0.11,2.3,11
1/26/14,18,-8,0.09,1.1,13
1/27/14,-6,-16,0,0,12
1/28/14,0,-16,0,0,12
1/29/14,34,-6,0,0,12
1/30/14,28,-4,0.44,6.4,12
1/31/14,9,-9,0,0,16
2/1/14,22,-1,T,T,16
2/2/14,14,-7,0,0,15
2/3/14,16,-1,0,0,14
2/4/14,11,-1,0,0,14
2/5/14,4,-5,T,T,14
2/6/14,4,-11,0,0,14
2/7/14,12,-5,0,0,13
2/8/14,15,-4,T,T,13
2/9/14,9,-7,0,0,13
2/10/14,8,-11,0,0,13
2/11/14,13,-12,T,T,13
2/12/14,24,12,0.03,0.5,13
2/13/14,30,5,T,0.2,13
2/14/14,16,1,0,0,13
2/15/14,19,0,0.12,1.8,13
2/16/14,22,4,0,0,14
2/17/14,29,18,0.32,4.9,15
2/18/14,44,16,0,0,18
2/19/14,40,21,0,0,17
2/20/14,36,15,0.83,8.4,16
2/21/14,16,6,0.06,1.5,24
2/22/14,14,4,0,0,23
2/23/14,17,1,0,0,21
2/24/14,14,-3,0.01,0.2,20
2/25/14,6,-7,T,T,20
2/26/14,20,-11,T,T,20
2/27/14,1,-14,0,0,20
2/28/14,14,-9,0.04,0.9,20
3/1/14,8,-7,T,T,21
3/2/14,3,-15,0,0,20
3/3/14,10,-10,0.02,0.3,19
3/4/14,19,7,T,T,19
3/5/14,24,12,0,0,19
3/6/14,26,12,0,0,16
3/7/14,33,23,T,0,16
3/8/14,29,15,0,0,16
3/9/14,44,17,0,0,15
3/10/14,53,32,0,0,15
3/11/14,44,29,T,0,13
3/12/14,30,19,0,0,11
3/13/14,50,20,0,0,10
3/14/14,44,26,0,0,6
3/15/14,31,20,0,0,5
3/16/14,25,11,0,0,5
3/17/14,35,23,0.06,0.2,4
3/18/14,37,28,0.15,2.3,4
3/19/14,36,26,0.06,0.6,7
3/20/14,44,22,0,0,6
3/21/14,45,20,T,T,4
3/22/14,22,8,0,0,2
3/23/14,26,8,T,T,2
3/24/14,31,17,0.08,1.2,2
3/25/14,24,10,T,T,2
3/26/14,40,13,0,0,2
3/27/14,40,31,0.44,0.1,T
3/28/14,38,27,0,0,T
3/29/14,43,22,0,0,T
3/30/14,60,36,0,0,0
3/31/14,58,29,0.01,0,0
4/1/14,37,20,0.02,0.2,0
4/2/14,43,21,0,0,0
4/3/14,40,27,0.68,5,0
4/4/14,40,25,0.11,1.5,6
4/5/14,50,24,0,0,4
4/6/14,62,40,0,0,T
4/7/14,60,38,0,0,0
4/8/14,54,34,0,0,0
4/9/14,71,35,0,0,0
4/10/14,62,45,T,0,0
4/11/14,63,43,T,0,0
4/12/14,55,44,0.14,0,0
4/13/14,44,32,0,0,0
4/14/14,38,24,0,0,0
4/15/14,36,18,0,0,0
4/16/14,37,28,0.68,0.3,0
4/17/14,42,28,T,T,T
4/18/14,52,26,0,0,0
4/19/14,67,42,0.11,0,0
4/20/14,74,45,0.1,0,0
4/21/14,68,44,0.2,0,0
4/22/14,59,38,0,0,0
4/23/14,47,40,0.26,0,0
4/24/14,45,38,0.84,0,0
4/25/14,64,36,0,0,0
4/26/14,55,37,0.04,0,0
4/27/14,45,38,1.76,0,0
4/28/14,45,41,0.7,0,0
4/29/14,42,34,0.6,T,0
4/30/14,46,35,0.03,0,0
5/1/14,49,37,0.04,0,0
5/2/14,59,42,T,0,0
5/3/14,59,43,0,0,0
5/4/14,57,36,0,0,0
5/5/14,64,50,0,0,0
5/6/14,65,47,0,0,0
5/7/14,65,51,0.04,0,0
5/8/14,69,51,0.59,0,0
5/9/14,60,46,0,0,0
5/10/14,70,41,0.06,0,0
5/11/14,68,48,0.63,0,0
5/12/14,63,49,0.27,0,0
5/13/14,53,43,0,0,0
5/14/14,59,38,0,0,0
5/15/14,49,40,0,0,0
5/16/14,54,40,0,0,0
5/17/14,66,41,0,0,0
5/18/14,72,49,0,0,0
5/19/14,60,51,2.25,0,0
5/20/14,78,50,0,0,0
5/21/14,66,51,0,0,0
5/22/14,71,47,0,0,0
5/23/14,75,50,0,0,0
5/24/14,80,58,0,0,0
5/25/14,79,56,0,0,0
5/26/14,82,66,0.01,0,0
5/27/14,73,61,0.01,0,0
5/28/14,81,58,0,0,0
5/29/14,84,57,0,0,0
5/30/14,87,64,0,0,0
5/31/14,86,68,0.65,0,0
6/1/14,72,65,2.37,0,0
6/2/14,80,60,0.02,0,0
6/3/14,75,56,0,0,0
6/4/14,81,61,0,0,0
6/5/14,78,63,0.03,0,0
6/6/14,84,59,T,0,0
6/7/14,67,51,0.89,0,0
6/8/14,71,49,0,0,0
6/9/14,70,59,T,0,0
6/10/14,77,55,0,0,0
6/11/14,81,61,0.18,0,0
6/12/14,66,54,0,0,0
6/13/14,76,51,0,0,0
6/14/14,66,58,1.6,0,0
6/15/14,76,57,0.64,0,0
6/16/14,85,63,0.38,0,0
6/17/14,82,62,0.01,0,0
6/18/14,81,69,0.51,0,0
6/19/14,74,65,4.13,0,0
6/20/14,85,67,T,0,0
6/21/14,85,67,0,0,0
6/22/14,77,66,0.09,0,0
6/23/14,83,66,0,0,0
6/24/14,84,64,0,0,0
6/25/14,72,56,0,0,0
6/26/14,81,58,0,0,0
6/27/14,81,70,T,0,0
6/28/14,83,69,0.5,0,0
6/29/14,85,64,0.01,0,0
6/30/14,81,65,T,0,0
7/1/14,75,55,0.15,0,0
7/2/14,74,54,0.01,0,0
7/3/14,78,58,0,0,0
7/4/14,78,60,0,0,0
7/5/14,84,65,0,0,0
