Date,long_date,Maximum Temperature degrees (F),Minimum Temperature degrees (F),Precipitation (inches),Snow (inches),Snow Depth (inches)
1/4/21,20210104,38,19,0.01,T,8
1/5/21,20210105,34,16,0,0,8
1/6/21,20210106,33,24,0,0,8
1/7/21,20210107,25,21,0,0,8
1/8/21,20210108,23,15,0,0,8
1/9/21,20210109,18,12,T,T,8
1/10/21,20210110,29,18,0,0,7
1/11/21,20210111,36,22,0,0,7
1/12/21,20210112,38,19,0,0,7
1/13/21,20210113,39,26,0,M,M
