Date,long_date,Maximum Temperature degrees (F),Minimum Temperature degrees (F),Precipitation (inches),Snow (inches),Snow Depth (inches)
1/1/10,20100101,6,-9,T,T,9
1/2/10,20100102,1,-15,0,0,9
1/3/10,20100103,7,-14,0,0,9
1/4/10,20100104,7,-10,0,0,9
1/5/10,20100105,10,-9,0,0,9
1/6/10,20100106,16,-4,0,0,9
1/7/10,20100107,16,4,0.06,2.2,11
1/8/10,20100108,8,-6,0,0,11
1/9/10,20100109,6,-14,0,0,11
1/10/10,20100110,15,-6,0,0,11
1/11/10,20100111,22,8,T,T,10
1/12/10,20100112,22,2,T,T,10
1/13/10,20100113,28,19,T,T,10
1/14/10,20100114,31,15,0,0,10
1/15/10,20100115,28,12,0,0,10
1/16/10,20100116,35,15,0,0,10
1/17/10,20100117,34,20,0,0,10
1/18/10,20100118,34,13,0,0,9
1/19/10,20100119,23,13,T,T,9
1/20/10,20100120,28,19,T,T,9
1/21/10,20100121,30,25,0.05,T,9
1/22/10,20100122,33,28,0.02,0,9
1/23/10,20100123,36,32,0.23,T,9
1/24/10,20100124,35,32,0.04,T,7
1/25/10,20100125,34,16,0.05,0.9,6
1/26/10,20100126,16,3,T,T,7
1/27/10,20100127,11,2,T,T,7
1/28/10,20100128,7,-2,T,T,7
1/29/10,20100129,9,-5,0,0,7
1/30/10,20100130,17,1,0,0,7
1/31/10,20100131,16,3,0,0,7
2/1/10,20100201,16,8,0.11,2.6,7
2/2/10,20100202,21,8,0.02,0.5,10
2/3/10,20100203,21,1,0,0,10
2/4/10,20100204,29,19,0.07,1,10
2/5/10,20100205,33,28,0.12,1.3,12
2/6/10,20100206,28,19,0,0,11
2/7/10,20100207,24,15,0.05,0.8,11
2/8/10,20100208,25,22,0.23,4.7,12
2/9/10,20100209,26,15,0.03,0.4,15
2/10/10,20100210,24,3,0,0,16
2/11/10,20100211,25,0,0,0,15
2/12/10,20100212,25,3,T,T,15
2/13/10,20100213,23,10,T,0.2,15
2/14/10,20100214,24,5,0.09,1.6,15
2/15/10,20100215,30,22,0.03,0.7,17
2/16/10,20100216,34,17,0,0,17
2/17/10,20100217,35,16,0,0,16
2/18/10,20100218,37,10,0,0,15
2/19/10,20100219,31,7,0,0,14
2/20/10,20100220,35,18,T,T,13
2/21/10,20100221,31,13,0,0,13
2/22/10,20100222,32,14,0,0,13
2/23/10,20100223,23,9,T,0.1,13
2/24/10,20100224,20,1,0,0,13
2/25/10,20100225,26,3,0,0,12
2/26/10,20100226,32,5,0,0,12
2/27/10,20100227,38,9,0,0,12
2/28/10,20100228,38,16,0,0,12
3/1/10,20100301,38,19,0,0,12
3/2/10,20100302,42,19,0,0,11
3/3/10,20100303,41,20,0,0,10
3/4/10,20100304,39,20,0,0,10
3/5/10,20100305,42,23,0,0,9
3/6/10,20100306,41,24,T,0,8
3/7/10,20100307,47,35,0.02,0,6
3/8/10,20100308,37,34,T,0,4
3/9/10,20100309,39,33,0.04,0,4
3/10/10,20100310,42,35,0.27,0,2
3/11/10,20100311,47,35,0.25,0,T
3/12/10,20100312,43,38,0.03,0,T
3/13/10,20100313,45,38,0,0,T
3/14/10,20100314,64,40,0,0,0
3/15/10,20100315,60,41,0,0,0
3/16/10,20100316,50,40,0.08,0,0
3/17/10,20100317,58,34,0,0,0
3/18/10,20100318,64,39,0,0,0
3/19/10,20100319,45,29,0,0,0
3/20/10,20100320,39,23,0,0,0
3/21/10,20100321,50,24,0,0,0
3/22/10,20100322,55,30,0,0,0
3/23/10,20100323,61,37,0,0,0
3/24/10,20100324,55,31,0,0,0
3/25/10,20100325,42,24,0,0,0
3/26/10,20100326,51,25,0,0,0
3/27/10,20100327,52,40,0,0,0
3/28/10,20100328,52,33,0,0,0
3/29/10,20100329,59,32,0,0,0
3/30/10,20100330,75,46,0,0,0
3/31/10,20100331,76,50,0,0,0
4/1/10,20100401,81,50,0,0,0
4/2/10,20100402,72,44,0.06,0,0
4/3/10,20100403,61,39,0,0,0
4/4/10,20100404,67,50,T,0,0
4/5/10,20100405,60,43,0.01,0,0
4/6/10,20100406,52,44,0.28,0,0
4/7/10,20100407,56,39,0,0,0
4/8/10,20100408,52,33,0,0,0
4/9/10,20100409,67,32,0,0,0
4/10/10,20100410,63,44,0,0,0
4/11/10,20100411,69,38,0,0,0
4/12/10,20100412,68,47,0,0,0
4/13/10,20100413,69,46,0.73,0,0
4/14/10,20100414,74,53,0.07,0,0
4/15/10,20100415,71,54,0.56,0,0
4/16/10,20100416,61,46,0,0,0
4/17/10,20100417,65,40,0,0,0
4/18/10,20100418,67,38,0,0,0
4/19/10,20100419,69,45,0,0,0
4/20/10,20100420,71,50,0,0,0
4/21/10,20100421,61,42,0,0,0
4/22/10,20100422,66,34,0,0,0
4/23/10,20100423,69,48,T,0,0
4/24/10,20100424,60,50,0.5,0,0
4/25/10,20100425,61,47,0.04,0,0
4/26/10,20100426,63,44,0,0,0
4/27/10,20100427,60,39,0,0,0
4/28/10,20100428,69,40,0,0,0
4/29/10,20100429,73,56,T,0,0
4/30/10,20100430,69,55,0.07,0,0
5/1/10,20100501,64,49,0,0,0
5/2/10,20100502,64,48,0,0,0
5/3/10,20100503,57,46,0.05,0,0
5/4/10,20100504,79,41,T,0,0
5/5/10,20100505,55,47,T,0,0
5/6/10,20100506,54,41,0.04,0,0
5/7/10,20100507,48,34,0.55,T,0
5/8/10,20100508,52,34,T,T,0
5/9/10,20100509,58,32,0,0,0
5/10/10,20100510,58,44,0.19,0,0
5/11/10,20100511,46,41,0.47,0,0
5/12/10,20100512,51,42,0.04,0,0
5/13/10,20100513,53,46,0.61,0,0
5/14/10,20100514,71,46,0,0,0
5/15/10,20100515,74,45,0,0,0
5/16/10,20100516,74,54,0,0,0
5/17/10,20100517,76,53,0,0,0
5/18/10,20100518,75,54,0,0,0
5/19/10,20100519,79,50,0,0,0
5/20/10,20100520,82,53,0,0,0
5/21/10,20100521,65,59,0.02,0,0
5/22/10,20100522,82,57,0.12,0,0
5/23/10,20100523,88,73,0,0,0
5/24/10,20100524,95,72,0,0,0
5/25/10,20100525,89,66,0.38,0,0
5/26/10,20100526,80,60,0,0,0
5/27/10,20100527,81,56,0,0,0
5/28/10,20100528,85,61,0,0,0
5/29/10,20100529,91,64,0,0,0
5/30/10,20100530,81,59,0.03,0,0
5/31/10,20100531,78,51,0,0,0
6/1/10,20100601,82,62,0.18,0,0
6/2/10,20100602,73,58,0.01,0,0
6/3/10,20100603,78,52,0.01,0,0
6/4/10,20100604,83,63,0.44,0,0
6/5/10,20100605,70,59,0.27,0,0
6/6/10,20100606,78,57,T,0,0
6/7/10,20100607,75,56,0.01,0,0
6/8/10,20100608,70,60,0.84,0,0
6/9/10,20100609,73,59,0,0,0
6/10/10,20100610,66,57,T,0,0
6/11/10,20100611,76,60,0.79,0,0
6/12/10,20100612,62,54,0.15,0,0
6/13/10,20100613,67,59,0,0,0
6/14/10,20100614,69,61,0.26,0,0
6/15/10,20100615,76,61,0.01,0,0
6/16/10,20100616,80,60,0,0,0
6/17/10,20100617,89,66,0.01,0,0
6/18/10,20100618,86,64,0,0,0
6/19/10,20100619,76,64,0,0,0
6/20/10,20100620,82,61,0,0,0
6/21/10,20100621,79,69,0.07,0,0
6/22/10,20100622,91,67,0,0,0
6/23/10,20100623,80,64,0.32,0,0
6/24/10,20100624,82,60,0,0,0
6/25/10,20100625,86,65,0.73,T,0
6/26/10,20100626,84,66,2.15,0,0
6/27/10,20100627,84,68,0,0,0
6/28/10,20100628,75,63,0,0,0
6/29/10,20100629,74,58,0,0,0
6/30/10,20100630,79,57,0,0,0
7/1/10,20100701,86,63,0,0,0
7/2/10,20100702,88,68,0,0,0
7/3/10,20100703,92,74,0,0,0
7/4/10,20100704,85,73,0.1,0,0
7/5/10,20100705,85,70,0.8,0,0
7/6/10,20100706,88,70,0,0,0
7/7/10,20100707,87,68,0.22,0,0
7/8/10,20100708,85,63,0,0,0
7/9/10,20100709,87,67,0,0,0
7/10/10,20100710,86,69,0.08,0,0
7/11/10,20100711,83,66,0.17,0,0
7/12/10,20100712,79,61,0,0,0
7/13/10,20100713,85,63,0,0,0
7/14/10,20100714,93,71,0.27,0,0
7/15/10,20100715,85,65,0,0,0
7/16/10,20100716,90,70,0,0,0
7/17/10,20100717,92,67,0.28,0,0
7/18/10,20100718,84,68,0,0,0
7/19/10,20100719,80,64,0,0,0
7/20/10,20100720,86,65,0,0,0
7/21/10,20100721,88,66,0,0,0
7/22/10,20100722,77,68,0.28,0,0
7/23/10,20100723,86,68,T,0,0
7/24/10,20100724,83,64,0.51,0,0
7/25/10,20100725,83,64,0,0,0
7/26/10,20100726,86,67,0,0,0
7/27/10,20100727,94,72,0.2,0,0
7/28/10,20100728,83,67,0,0,0
7/29/10,20100729,82,65,0,0,0
7/30/10,20100730,74,67,0.12,0,0
7/31/10,20100731,86,68,0,0,0
8/1/10,20100801,87,70,T,0,0
8/2/10,20100802,86,76,T,0,0
8/3/10,20100803,95,74,0,0,0
8/4/10,20100804,90,71,0,0,0
8/5/10,20100805,82,66,0,0,0
8/6/10,20100806,85,63,0,0,0
8/7/10,20100807,89,68,0.07,0,0
8/8/10,20100808,96,75,0.32,0,0
8/9/10,20100809,95,76,0,0,0
8/10/10,20100810,90,71,2.47,0,0
8/11/10,20100811,93,72,0,0,0
8/12/10,20100812,92,72,T,0,0
8/13/10,20100813,88,68,1.47,0,0
8/14/10,20100814,86,65,T,0,0
8/15/10,20100815,77,63,0,0,0
8/16/10,20100816,79,58,0,0,0
8/17/10,20100817,78,58,0,0,0
8/18/10,20100818,78,66,0,0,0
8/19/10,20100819,80,71,T,0,0
8/20/10,20100820,86,74,T,0,0
8/21/10,20100821,85,69,0,0,0
8/22/10,20100822,88,65,0,0,0
8/23/10,20100823,88,72,0,0,0
8/24/10,20100824,78,63,0.23,0,0
8/25/10,20100825,73,58,0,0,0
8/26/10,20100826,79,56,0,0,0
8/27/10,20100827,88,63,0,0,0
8/28/10,20100828,89,67,0,0,0
8/29/10,20100829,94,68,0,0,0
8/30/10,20100830,92,77,T,0,0
8/31/10,20100831,86,68,0.35,0,0
9/1/10,20100901,77,60,0,0,0
9/2/10,20100902,73,59,0.74,0,0
9/3/10,20100903,61,51,T,0,0
9/4/10,20100904,69,48,0,0,0
9/5/10,20100905,73,50,0,0,0
9/6/10,20100906,71,59,0.13,0,0
9/7/10,20100907,63,52,T,0,0
9/8/10,20100908,69,46,0,0,0
9/9/10,20100909,65,52,T,0,0
9/10/10,20100910,71,58,0.16,0,0
9/11/10,20100911,73,56,0,0,0
9/12/10,20100912,79,54,0,0,0
9/13/10,20100913,74,54,0,0,0
9/14/10,20100914,68,53,0,0,0
9/15/10,20100915,66,52,0.91,0,0
9/16/10,20100916,56,50,0,0,0
9/17/10,20100917,64,53,0.01,0,0
9/18/10,20100918,60,45,T,0,0
9/19/10,20100919,64,50,0,0,0
9/20/10,20100920,80,52,0.03,0,0
9/21/10,20100921,77,53,0.53,T,0
9/22/10,20100922,65,48,1.01,0,0
9/23/10,20100923,74,57,1.98,0,0
9/24/10,20100924,61,50,0,0,0
9/25/10,20100925,61,45,0.02,0,0
9/26/10,20100926,65,41,0,0,0
9/27/10,20100927,75,45,0,0,0
9/28/10,20100928,66,54,0,0,0
9/29/10,20100929,74,52,0,0,0
9/30/10,20100930,72,49,0,0,0
10/1/10,20101001,70,47,T,0,0
10/2/10,20101002,56,41,0,0,0
10/3/10,20101003,59,38,0,0,0
10/4/10,20101004,65,41,0,0,0
10/5/10,20101005,74,45,0,0,0
10/6/10,20101006,71,54,0,0,0
10/7/10,20101007,74,46,0,0,0
10/8/10,20101008,87,57,0,0,0
10/9/10,20101009,83,58,0,0,0
10/10/10,20101010,81,54,0,0,0
10/11/10,20101011,80,54,0,0,0
10/12/10,20101012,72,52,0,0,0
10/13/10,20101013,66,47,0,0,0
10/14/10,20101014,69,45,0,0,0
10/15/10,20101015,61,43,0,0,0
10/16/10,20101016,66,46,0,0,0
10/17/10,20101017,59,40,T,0,0
10/18/10,20101018,56,39,T,0,0
10/19/10,20101019,60,40,0,0,0
10/20/10,20101020,68,43,0,0,0
10/21/10,20101021,53,40,0,0,0
10/22/10,20101022,68,36,0,0,0
10/23/10,20101023,65,52,0.01,0,0
10/24/10,20101024,61,53,0.51,0,0
10/25/10,20101025,61,52,0.67,0,0
10/26/10,20101026,63,42,0.37,0,0
10/27/10,20101027,42,35,0.05,T,0
10/28/10,20101028,42,30,0,0,0
10/29/10,20101029,53,28,0,0,0
10/30/10,20101030,52,35,0,0,0
10/31/10,20101031,49,30,0,0,0
11/1/10,20101101,52,31,0,0,0
11/2/10,20101102,56,34,0,0,0
11/3/10,20101103,56,44,0,0,0
11/4/10,20101104,46,33,0,0,0
11/5/10,20101105,45,27,0,0,0
11/6/10,20101106,57,31,0,0,0
11/7/10,20101107,61,36,0,0,0
11/8/10,20101108,63,43,0,0,0
11/9/10,20101109,69,43,0,0,0
11/10/10,20101110,68,45,0.17,0,0
11/11/10,20101111,52,37,0,0,0
11/12/10,20101112,43,36,0.03,T,0
11/13/10,20101113,36,33,0.98,7.7,1
11/14/10,20101114,35,33,0.06,0.3,4
11/15/10,20101115,39,27,0,0,3
11/16/10,20101116,35,30,0.02,0.1,3
11/17/10,20101117,37,30,0,0,2
11/18/10,20101118,31,27,T,T,2
11/19/10,20101119,39,23,0,0,1
11/20/10,20101120,29,18,0.02,0,T
11/21/10,20101121,34,27,0.03,0,T
11/22/10,20101122,31,14,0.02,0.1,T
11/23/10,20101123,24,12,0,0,T
11/24/10,20101124,33,20,0.12,1.1,T
11/25/10,20101125,27,6,T,T,1
11/26/10,20101126,26,11,0,0,1
11/27/10,20101127,28,10,0,0,1
11/28/10,20101128,45,27,0,0,1
11/29/10,20101129,41,36,0.59,0,T
11/30/10,20101130,36,18,0.03,0.5,T
12/1/10,20101201,20,15,T,T,1
12/2/10,20101202,20,11,T,T,1
12/3/10,20101203,20,10,0.43,5.1,1
12/4/10,20101204,25,11,0.09,1,6
12/5/10,20101205,18,4,0.01,0.5,6
12/6/10,20101206,21,14,T,0.3,6
12/7/10,20101207,17,8,0,0,6
12/8/10,20101208,18,3,T,T,6
12/9/10,20101209,34,11,0.01,0.2,6
12/10/10,20101210,28,16,0.05,0.8,5
12/11/10,20101211,22,8,1.16,16.3,9
12/12/10,20101212,8,-1,0,0,18
12/13/10,20101213,6,-8,0,0,17
12/14/10,20101214,10,-6,0,0,17
12/15/10,20101215,17,4,0,0,16
12/16/10,20101216,20,12,T,T,16
12/17/10,20101217,15,8,T,T,15
12/18/10,20101218,17,8,T,T,14
12/19/10,20101219,15,3,0,0,14
12/20/10,20101220,26,10,0.36,4.6,14
12/21/10,20101221,31,20,0.05,T,16
12/22/10,20101222,32,27,T,T,16
12/23/10,20101223,27,23,0.15,2.3,16
12/24/10,20101224,26,18,0.18,2.3,19
12/25/10,20101225,20,16,T,T,19
12/26/10,20101226,24,7,T,T,19
12/27/10,20101227,21,7,T,T,18
12/28/10,20101228,34,14,0,0,17
12/29/10,20101229,37,25,T,0,16
12/30/10,20101230,42,17,0.27,0,13
12/31/10,20101231,24,7,0.03,0.2,10
1/1/11,20110101,9,1,T,T,9
1/2/11,20110102,17,0,T,0.1,9
1/3/11,20110103,21,8,0.03,1.1,9
1/4/11,20110104,9,-5,T,T,10
1/5/11,20110105,25,3,0.04,0.4,10
1/6/11,20110106,18,7,T,T,10
1/7/11,20110107,15,8,0.01,0.3,10
1/8/11,20110108,12,1,T,T,10
1/9/11,20110109,16,-4,T,T,10
1/10/11,20110110,22,12,0.16,1.5,8
1/11/11,20110111,23,18,0.1,1.2,10
1/12/11,20110112,21,2,0,0,11
1/13/11,20110113,16,0,0.08,1.9,10
1/14/11,20110114,18,14,0.17,2.5,12
1/15/11,20110115,16,2,0,0,13
1/16/11,20110116,15,4,0.01,0.2,13
1/17/11,20110117,25,15,0.07,1.3,14
1/18/11,20110118,19,7,T,T,12
1/19/11,20110119,13,-3,0.01,0.2,12
1/20/11,20110120,9,-11,0.01,0.1,12
1/21/11,20110121,3,-16,0.01,1.1,12
1/22/11,20110122,6,-3,T,0.1,12
1/23/11,20110123,13,-8,0,0,12
1/24/11,20110124,27,11,0.01,0.1,12
1/25/11,20110125,20,13,T,T,12
1/26/11,20110126,25,15,T,T,12
1/27/11,20110127,27,22,0.01,0.2,11
1/28/11,20110128,31,23,0,0,11
1/29/11,20110129,32,15,T,T,11
1/30/11,20110130,23,14,0.03,0.5,10
1/31/11,20110131,21,14,0.25,4.2,12
2/1/11,20110201,15,5,T,T,14
2/2/11,20110202,12,-4,0,0,13
2/3/11,20110203,19,-2,0,0,13
2/4/11,20110204,34,10,0,0,13
2/5/11,20110205,27,14,0.01,0.2,12
2/6/11,20110206,29,23,0.01,0.3,12
2/7/11,20110207,23,0,T,T,12
2/8/11,20110208,3,-10,0,0,12
2/9/11,20110209,8,-7,0,0,11
2/10/11,20110210,12,-11,0,0,11
2/11/11,20110211,32,-6,0.01,0.2,11
2/12/11,20110212,38,18,0,0,11
2/13/11,20110213,48,29,0,0,10
2/14/11,20110214,39,32,0,0,6
2/15/11,20110215,42,32,0,0,5
2/16/11,20110216,52,28,T,0,5
2/17/11,20110217,46,30,0.01,0,4
2/18/11,20110218,30,15,0,0,2
2/19/11,20110219,29,10,0,0,2
2/20/11,20110220,27,24,0.85,11.8,2
2/21/11,20110221,24,16,0.11,2,14
2/22/11,20110222,27,6,T,T,15
2/23/11,20110223,34,25,T,T,13
2/24/11,20110224,29,15,0,0,11
2/25/11,20110225,15,0,0.02,0.3,11
2/26/11,20110226,8,-2,0.1,1.3,11
2/27/11,20110227,28,2,T,T,12
2/28/11,20110228,25,2,0,0,11
3/1/11,20110301,41,5,0,0,11
3/2/11,20110302,17,-3,0,0,10
3/3/11,20110303,32,14,0.01,0.1,9
3/4/11,20110304,30,23,0,0,9
3/5/11,20110305,29,17,0,0,9
3/6/11,20110306,30,11,0.12,1.7,8
3/7/11,20110307,30,24,0.03,0.4,10
3/8/11,20110308,39,27,T,T,10
3/9/11,20110309,36,30,0.09,1,10
3/10/11,20110310,33,22,0,0,9
3/11/11,20110311,43,20,0.04,0.5,9
3/12/11,20110312,31,16,T,T,7
3/13/11,20110313,30,15,T,T,7
3/14/11,20110314,38,14,0,0,6
3/15/11,20110315,44,30,0.04,0,6
3/16/11,20110316,52,29,0,0,5
3/17/11,20110317,53,38,0,0,1
3/18/11,20110318,40,28,0,0,T
3/19/11,20110319,50,24,0.04,T,T
3/20/11,20110320,44,37,0.1,0,0
3/21/11,20110321,46,35,0,0,0
3/22/11,20110322,39,33,1.14,0.4,0
3/23/11,20110323,33,18,0.34,4.1,2
3/24/11,20110324,33,13,0,0,4
3/25/11,20110325,33,18,0,0,4
3/26/11,20110326,30,16,0,0,4
3/27/11,20110327,34,16,0,0,3
3/28/11,20110328,36,18,0,0,3
3/29/11,20110329,42,21,0,0,2
3/30/11,20110330,44,21,0,0,1
3/31/11,20110331,48,35,0.11,0,T
4/1/11,20110401,47,35,0.07,T,T
4/2/11,20110402,54,31,0,0,0
4/3/11,20110403,56,43,T,0,0
4/4/11,20110404,48,34,0.01,T,0
4/5/11,20110405,56,30,0,0,0
4/6/11,20110406,58,39,0,0,0
4/7/11,20110407,64,36,0,0,0
4/8/11,20110408,64,41,0,0,0
4/9/11,20110409,58,48,0.01,0,0
4/10/11,20110410,76,46,0.1,0,0
4/11/11,20110411,63,43,0,0,0
4/12/11,20110412,68,42,0,0,0
4/13/11,20110413,62,44,T,0,0
4/14/11,20110414,48,35,T,0,0
4/15/11,20110415,49,33,0.13,0.6,0
4/16/11,20110416,41,32,T,T,1
4/17/11,20110417,49,32,0,0,0
4/18/11,20110418,50,35,0,0,0
4/19/11,20110419,45,35,T,T,0
4/20/11,20110420,46,32,0.2,1.3,1
4/21/11,20110421,50,32,0.16,0,0
4/22/11,20110422,45,39,0.09,0,0
4/23/11,20110423,48,39,0.04,0,0
4/24/11,20110424,62,36,0,0,0
4/25/11,20110425,65,39,0,0,0
4/26/11,20110426,57,38,1.46,0,0
4/27/11,20110427,44,35,T,T,0
4/28/11,20110428,56,35,0.06,T,0
4/29/11,20110429,65,36,T,0,0
4/30/11,20110430,60,43,0.47,0,0
5/1/11,20110501,43,33,T,T,0
5/2/11,20110502,40,33,T,T,0
5/3/11,20110503,59,32,0,0,0
5/4/11,20110504,66,37,T,0,0
5/5/11,20110505,63,46,0.15,0,0
5/6/11,20110506,70,45,0,0,0
5/7/11,20110507,72,53,0,0,0
5/8/11,20110508,65,53,0.18,0,0
5/9/11,20110509,70,54,0.47,T,0
5/10/11,20110510,88,56,T,0,0
5/11/11,20110511,78,61,0.02,0,0
5/12/11,20110512,65,51,0.02,0,0
5/13/11,20110513,56,46,T,0,0
5/14/11,20110514,52,44,0.08,0,0
5/15/11,20110515,64,44,0,0,0
5/16/11,20110516,69,40,0,0,0
5/17/11,20110517,68,44,0,0,0
5/18/11,20110518,73,49,0,0,0
5/19/11,20110519,71,58,0,0,0
5/20/11,20110520,73,59,0.28,0,0
5/21/11,20110521,73,61,1.74,0,0
5/22/11,20110522,69,58,0.57,0,0
5/23/11,20110523,75,59,0.01,0,0
5/24/11,20110524,67,56,0.01,0,0
5/25/11,20110525,64,50,0.1,0,0
5/26/11,20110526,64,45,0,0,0
5/27/11,20110527,63,47,0.22,0,0
5/28/11,20110528,70,50,0.15,0,0
5/29/11,20110529,68,54,0.01,0,0
5/30/11,20110530,88,62,0.03,0,0
5/31/11,20110531,77,59,T,0,0
6/1/11,20110601,76,55,0,0,0
6/2/11,20110602,80,60,0,0,0
6/3/11,20110603,91,68,0.02,0,0
6/4/11,20110604,84,64,0,0,0
6/5/11,20110605,84,62,0,0,0
6/6/11,20110606,97,70,0,0,0
6/7/11,20110607,103,78,0,0,0
6/8/11,20110608,83,58,0,0,0
6/9/11,20110609,68,52,T,0,0
6/10/11,20110610,62,53,0.29,0,0
6/11/11,20110611,69,52,0.02,0,0
6/12/11,20110612,68,52,0,0,0
6/13/11,20110613,77,55,0,0,0
6/14/11,20110614,80,61,0.92,0,0
6/15/11,20110615,74,58,0.43,0,0
6/16/11,20110616,80,62,0,0,0
6/17/11,20110617,84,60,0.8,0,0
6/18/11,20110618,72,67,0.28,0,0
6/19/11,20110619,79,63,0,0,0
6/20/11,20110620,77,62,0,0,0
6/21/11,20110621,79,65,1.2,0,0
6/22/11,20110622,70,53,1.29,0,0
6/23/11,20110623,63,53,0.01,0,0
6/24/11,20110624,78,52,0,0,0
6/25/11,20110625,68,61,0.02,0,0
6/26/11,20110626,79,61,T,0,0
6/27/11,20110627,77,61,T,0,0
6/28/11,20110628,79,58,0,0,0
6/29/11,20110629,86,62,0,0,0
6/30/11,20110630,95,72,0,0,0
7/1/11,20110701,99,71,0.14,0,0
7/2/11,20110702,85,67,0,0,0
7/3/11,20110703,86,64,0,0,0
7/4/11,20110704,90,68,0,0,0
7/5/11,20110705,88,70,0.01,0,0
7/6/11,20110706,87,64,0,0,0
7/7/11,20110707,87,69,T,0,0
7/8/11,20110708,91,71,0,0,0
7/9/11,20110709,88,76,T,0,0
7/10/11,20110710,92,69,0.62,0,0
7/11/11,20110711,88,69,T,0,0
7/12/11,20110712,78,65,0,0,0
7/13/11,20110713,77,61,0,0,0
7/14/11,20110714,74,64,0.13,0,0
7/15/11,20110715,77,71,1.84,0,0
7/16/11,20110716,87,71,1.08,0,0
7/17/11,20110717,93,79,T,0,0
7/18/11,20110718,98,80,T,0,0
7/19/11,20110719,97,74,0.28,0,0
7/20/11,20110720,96,80,0,0,0
7/21/11,20110721,86,71,0,0,0
7/22/11,20110722,89,71,0,0,0
7/23/11,20110723,85,68,0.68,0,0
7/24/11,20110724,83,63,0,0,0
7/25/11,20110725,89,68,0,0,0
7/26/11,20110726,84,68,T,0,0
7/27/11,20110727,89,72,0.44,0,0
7/28/11,20110728,89,73,0,0,0
7/29/11,20110729,89,68,0,0,0
7/30/11,20110730,90,68,0.01,0,0
7/31/11,20110731,93,68,0,0,0
8/1/11,20110801,83,71,0.82,0,0
8/2/11,20110802,88,74,0.01,0,0
8/3/11,20110803,87,67,0,0,0
8/4/11,20110804,85,68,0,0,0
8/5/11,20110805,85,70,0,0,0
8/6/11,20110806,88,73,T,0,0
8/7/11,20110807,82,67,0,0,0
8/8/11,20110808,82,68,0,0,0
8/9/11,20110809,76,62,0,0,0
8/10/11,20110810,81,58,0,0,0
8/11/11,20110811,84,63,0,0,0
8/12/11,20110812,77,65,0.01,0,0
8/13/11,20110813,81,62,0.61,0,0
8/14/11,20110814,84,63,0,0,0
8/15/11,20110815,84,67,0,0,0
8/16/11,20110816,84,68,1.42,0,0
8/17/11,20110817,81,62,0,0,0
8/18/11,20110818,84,61,0,0,0
8/19/11,20110819,84,65,0.01,0,0
8/20/11,20110820,78,61,0.01,0,0
8/21/11,20110821,79,61,T,0,0
8/22/11,20110822,85,62,0,0,0
8/23/11,20110823,87,68,0.12,0,0
8/24/11,20110824,81,67,0,0,0
8/25/11,20110825,83,63,0,0,0
8/26/11,20110826,87,66,0,0,0
8/27/11,20110827,79,60,T,0,0
8/28/11,20110828,78,59,0,0,0
8/29/11,20110829,81,59,0,0,0
8/30/11,20110830,71,64,0.02,0,0
8/31/11,20110831,85,64,T,0,0
9/1/11,20110901,94,71,0,0,0
9/2/11,20110902,82,72,0.02,0,0
9/3/11,20110903,81,60,T,0,0
9/4/11,20110904,71,53,T,0,0
9/5/11,20110905,72,48,0,0,0
9/6/11,20110906,74,51,0,0,0
9/7/11,20110907,79,53,0,0,0
9/8/11,20110908,86,57,0,0,0
9/9/11,20110909,90,63,0,0,0
9/10/11,20110910,89,63,0,0,0
9/11/11,20110911,89,65,0,0,0
9/12/11,20110912,90,61,0,0,0
9/13/11,20110913,70,54,0,0,0
9/14/11,20110914,60,41,0,0,0
9/15/11,20110915,58,36,0,0,0
9/16/11,20110916,60,48,0,0,0
9/17/11,20110917,67,49,T,0,0
9/18/11,20110918,61,53,0.2,0,0
9/19/11,20110919,75,51,0,0,0
9/20/11,20110920,73,55,0.04,0,0
9/21/11,20110921,61,49,0.05,0,0
9/22/11,20110922,57,46,T,0,0
9/23/11,20110923,60,47,0,0,0
9/24/11,20110924,62,41,0,0,0
9/25/11,20110925,67,45,T,0,0
9/26/11,20110926,70,53,T,0,0
9/27/11,20110927,67,58,0.05,0,0
9/28/11,20110928,81,56,0,0,0
9/29/11,20110929,66,55,T,0,0
9/30/11,20110930,64,44,0,0,0
10/1/11,20111001,64,38,0,0,0
10/2/11,20111002,80,43,0,0,0
10/3/11,20111003,83,50,0,0,0
10/4/11,20111004,85,52,0,0,0
10/5/11,20111005,88,62,0,0,0
10/6/11,20111006,83,57,0,0,0
10/7/11,20111007,85,65,0,0,0
10/8/11,20111008,83,71,T,0,0
10/9/11,20111009,83,64,0,0,0
10/10/11,20111010,76,57,0.12,0,0
10/11/11,20111011,76,54,0.02,0,0
10/12/11,20111012,69,57,0.54,0,0
10/13/11,20111013,60,48,T,0,0
10/14/11,20111014,57,48,0,0,0
10/15/11,20111015,60,43,T,0,0
10/16/11,20111016,59,45,0,0,0
10/17/11,20111017,58,41,0,0,0
10/18/11,20111018,47,42,T,0,0
10/19/11,20111019,49,39,0,0,0
10/20/11,20111020,55,35,0,0,0
10/21/11,20111021,61,32,0,0,0
10/22/11,20111022,61,40,0,0,0
10/23/11,20111023,58,42,0.01,0,0
10/24/11,20111024,62,39,0,0,0
10/25/11,20111025,56,42,T,0,0
10/26/11,20111026,51,40,T,0,0
10/27/11,20111027,53,36,0.01,0,0
10/28/11,20111028,56,34,0,0,0
10/29/11,20111029,54,31,0,0,0
