"","name","AreaSqKm","state"
"15974","Merriman Lake",0.099,"WI"
"15975","Johnson and Beach Lake",0.056,"WI"
"15976","Lake Amy",0.009,"WI"
"15977","Camp Lake",0.046,"WI"
"15978","Crystal Lake",0.212,"WI"
"15979","Turner Pond",0.00805963,"WI"
"15980","Lake Naomi",0.05209356,"WI"
"15981","Leo Lake",0.04989234,"WI"
"15982","Sun Lake",0.097,"WI"
"15983","Silver Lake",0.169,"WI"
"15984","West Mud Lake",0.00613774,"WI"
"15985","Sonnies Pond",0.021,"WI"
"15986","Rock Lake",0.03,"WI"
"15987","Countryside Lake",0.57,"WI"
"15988","Paasch Lake",0.085,"WI"
"15989","Rush Lake",0.063,"WI"
"15990","Belgian Lake",0.035,"WI"
"15991","Lake Kadijah",0.104,"WI"
"15992","George Lake",0.279,"WI"
"15993","Thoeming Lake",0.029,"WI"
"15994","Lake Irene",0.03966285,"WI"
"15995","Gages Lake",0.572,"WI"
"15996","Daly Lake",0.054,"WI"
"15997","Cedar Lake",0.025,"WI"
"15998","Grandwood Lake",0.032,"WI"
"15999","Drzewiceki Lake",0.003,"WI"
"16000","Little Elkhart Lake",0.21,"WI"
"16001","Roosevelt Lake",0.002,"WI"
"16002","Long Lake",0.222,"WI"
"16003","Mullaney Lake",0.021,"WI"
"16004","Prueder Lake",0.035,"WI"
"16005","Lac Du Cours",0.22523391,"WI"
"16006","Lake Twentynine",0.01512495,"WI"
"16007","Scuds Lake",0.022,"WI"
"16008","Tomahawk Slough",0.083,"WI"
"16009","Cramer Slough",0.00307576,"WI"
"16010","Otter Lake",0.026,"WI"
"16011","Orland Lake",1.10637136,"WI"
"16012","Tuma Lake",0.02,"WI"
"16013","Boomerang Slough",0.008,"WI"
"16014","Forest Lake",0.004,"WI"
"16015","West Kenny Lake",0.07923468,"WI"
"16016","Lake Mary",0.751,"WI"
"16017","Mud Lake",0.046,"WI"
"16018","Red Truck Lake",0.0381486,"WI"
"16019","Sunset Lake",0.022,"WI"
"16020","Dawn Lake",0.109,"WI"
"16021","Lake Ann",0.093,"WI"
"16022","Spruce Lake",0.015,"WI"
"16023","Weyers Lake",0.023,"WI"
"16024","Hiller Lake",0.23138131,"WI"
"16025","Peronto Lake",0.01201593,"WI"
"16026","Casco Millpond",0.006,"WI"
"16027","Silver Lake",0.024,"WI"
"16028","Mud Lake",0.01584226,"WI"
"16029","Mackaysee Lake",1.42502215,"WI"
"16030","Arbter Lake",0.044,"WI"
"16031","Mortimer Lake",0.02236662,"WI"
"16032","King Lake",0.17404957,"WI"
"16033","Logging Camp Lake",0.06045445,"WI"
"16034","South Bladder Lake",0.01759859,"WI"
"16035","Two Bog Lake",0.04172355,"WI"
"16036","No Name Lake",0.01123977,"WI"
"16037","Hidden Lake",0.002,"WI"
"16038","Rice Lake",0.963,"WI"
"16039","Green Lake",6.037,"WI"
"16040","Spirit Lake",2.396,"WI"
"16041","Dike 6 Flowage",0.31236037,"WI"
"16042","Big Lake",2.085,"WI"
"16043","Nichols Lake",1.702,"WI"
"16044","Lake Winneshiek",36.39141203,"WI"
"16045","Nugget Lake 18",0.47378609,"WI"
"16046","Poskin Lake",0.621,"WI"
"16047","Tainter Lake 1667",1.28251609,"WI"
"16048","Dairyland Reservoir",7.575,"WI"
"16049","Cadotte Lake",1.262,"WI"
"16050","Long Lake",0.9,"WI"
"16051","McKenzie Lake",4.57,"WI"
"16052","Totagatic Flowage",1.835,"WI"
"16053","Sissabagama Lake",3.261,"WI"
"16054","Nelson Lake",10.997,"WI"
"16055","Lac Courte Oreilles",20.81172052,"WI"
"16056","Two Boys Lake",0.437,"WI"
"16057","Lost Land Lake",9.48740929,"WI"
"16058","Lake Winter",2.57644693,"WI"
"16059","Big Lake",3.191,"WI"
"16060","Yellowstone Lake",1.83589206,"WI"
"16061","Lake Redstone",2.44846063,"WI"
"16062","Lake Arbutus",3.13370564,"WI"
"16063","Sportsman Lake",0.968,"WI"
"16064","Lac Sault Dore",2.4332842,"WI"
"16065","Big Eau Pleine Reservoir",25.998,"WI"
"16066","Bridge Lake",13.65236056,"WI"
"16067","Long Lake",0.962,"WI"
"16068","Butternut Lake",3.982,"WI"
"16069","Wilson Flowage",0.655,"WI"
"16070","Spider Lake",1.453,"WI"
"16071","Sunday Lake",0.91,"WI"
"16072","Crawling Stone Lake",6.008,"WI"
"16073","Big Lake",3.35,"WI"
"16074","Armour Lake",1.329,"WI"
"16075","Presque Isle River Flooding",0.82,"WI"
"16076","Camp Lake",1.878,"WI"
"16077","Lake Marie",2.408,"WI"
"16078","Fox Lake",10.805,"WI"
"16079","Rome Pond",1.81252362,"WI"
"16080","Oconomowoc Lake 87",3.288,"WI"
"16081","Pine Lake",6.773,"WI"
"16082","Weyauwega Lake",1.026,"WI"
"16083","Metonga Lake",8.255,"WI"
"16084","Lake Lucerne",4.206,"WI"
"16085","Boot Lake",0.932,"WI"
"16086","Oconto Falls Pond 729",0.728,"WI"
"16087","Upper Buckatabon Lake",2.08492158,"WI"
"16088","Duck Lake",2.489,"WI"
"16089","Big Fork Lake",2.68379041,"WI"
"16090","Mallard Lake",0.716,"WI"
"16091","Hagerman Lake",2.283,"WI"
"16092","Winslow Lake",1.046,"WI"
"16093","Halsey Lake",2.047,"WI"
"16094","Fortune Lakes",1.70799172,"WI"
"16095","Feldtmann Lake",1.86064208,"WI"
"16096","Sharp Muskrat Lake",1.147,"WI"
"16097","Lake Pepin",103.16536626,"WI"
"16098","Petenwell Lake",93.148,"WI"
"16099","Lake Desor",4.30069548,"WI"
"16100","Peshtigo Flowage 1086",1.666,"WI"
"16101","Kangaroo Lake",4.678,"WI"
"16102","Caribou Lake",1.17178196,"WI"
"16103","Sargent Lake",1.42472354,"WI"
"16104","Little Fowler Lake",0.119,"WI"
"16105","Big Pine Lake",0.07,"WI"
"16106","Silberg Lake",0.056,"WI"
"16107","Fawn Lake",0.214,"WI"
"16108","Neander Lake",0.244,"WI"
"16109","Tamarack Lake",0.281,"WI"
"16110","Grass Lake",0.199,"WI"
"16111","Chain Lake",0.435,"WI"
"16112","Lake De Montreville",0.625,"WI"
"16113","Lake Masterman",0.155,"WI"
"16114","Clear Lake",0.136,"WI"
"16115","Little Green Lake",0.91,"WI"
"16116","Lake Elmo",1.094,"WI"
"16117","Downs Lake",0.146,"WI"
"16118","Nielsen Lake",0.165,"WI"
"16119","Moody Lake",0.166,"WI"
"16120","South Lindstrom Lake",1.91162284,"WI"
"16121","Longyear Lake",0.354,"WI"
"16122","Silver Lake",0.297,"WI"
"16123","Bass Lake",0.19,"WI"
"16124","Kroon Lake",0.751,"WI"
"16125","Long Lake",0.069,"WI"
"16126","Spider Lake",0.591,"WI"
"16127","Swamp Lake",0.119,"WI"
"16128","Threemile Lake",0.084,"WI"
"16129","Rogers Lake",0.025,"WI"
"16130","Grass Lake",0.195,"WI"
"16131","Lake Alice",0.105,"WI"
"16132","Trulson Lake",0.105,"WI"
"16133","Logging Creek Flowage 6",0.006,"WI"
"16134","Little Falls Lake",0.68639863,"WI"
"16135","Bass Lake",0.037,"WI"
"16136","Deer Lake",0.016,"WI"
"16137","Perch Lake",0.183,"WI"
"16138","Lower Lake",0.102,"WI"
"16139","Spring Lake",0.101,"WI"
"16140","Dead Fish Lake",0.34,"WI"
"16141","Doherty Lake",0.278,"WI"
"16142","Beede Lake",0.018,"WI"
"16143","Wolf Lake",0.305,"WI"
"16144","Osceola Lake",0.171,"WI"
"16145","Side Lake",0.097,"WI"
"16146","Muskrat Lake",0.038,"WI"
"16147","Buffalo Slough",0.094,"WI"
"16148","South Refuge Flowage",0.88070688,"WI"
"16149","Bartels Lake",0.07,"WI"
"16150","Crystal Lake",0.17,"WI"
"16151","Rock Lake",0.019,"WI"
"16152","Twin Lakes",0.399,"WI"
"16153","Clover Lake",0.159,"WI"
"16154","Rice Lake",0.365,"WI"
"16155","Buck Lake",0.015,"WI"
"16156","Paulsen Lake",0.118,"WI"
"16157","Stone Lake",0.329,"WI"
"16158","Moon Lake",0.172,"WI"
"16159","Bear Lake",0.605,"WI"
"16160","McGowan Lake",0.085,"WI"
"16161","Dollar Lake",0.078,"WI"
"16162","Young Lake",0.119,"WI"
"16163","0.7 Reservoir",0.001,"WI"
"16164","Lake Augusta",0.291,"WI"
"16165","Goose Pond",0.037,"WI"
"16166","Smith Lake",0.067,"WI"
"16167","Hay Lake",0.919,"WI"
"16168","Chub Lake",1.226,"WI"
"16169","Keene Lake",0.04,"WI"
"16170","Murdock Lake",0.059,"WI"
"16171","Graces Lake",0.264,"WI"
"16172","Lac La Belle",0.114,"WI"
"16173","Grotes Pond",0.118,"WI"
"16174","Wild Goose Lake",0.768,"WI"
"16175","Kenny Lake",0.025,"WI"
"16176","Bass Lake",0.9,"WI"
"16177","East Lake",0.335,"WI"
"16178","Billys Lake",0.042,"WI"
"16179","Dinham Lake",0.809,"WI"
"16180","Lake Albert",0.213,"WI"
"16181","Shiloh Lake",0.035,"WI"
"16182","Big Lake",0.091,"WI"
"16183","Johnson Lake",0.112,"WI"
"16184","Bricher Lake",0.107,"WI"
"16185","Falk Lake",0.307,"WI"
"16186","White Ash Lake",0.595,"WI"
"16187","Clara Lake",0.225,"WI"
"16188","Mallard Slough",0.115,"WI"
"16189","Washusk Lake Number Two",0.093,"WI"
"16190","Frying Pan Lake",0.284,"WI"
"16191","Clear Lake",0.121,"WI"
"16192","Palmer Lake",0.112,"WI"
"16193","Lily Lake",0.083,"WI"
"16194","Tomoe Lake",0.277,"WI"
"16195","Horseshoe Lake",0.062,"WI"
"16196","Lower Rattling Springs Lake",0.366,"WI"
"16197","Crystal Lake",0.128,"WI"
"16198","Phernetton Lake",0.235,"WI"
"16199","Myre Lake",0.518,"WI"
"16200","Smith Lake",0.049,"WI"
"16201","Eagle Lake",0.287,"WI"
"16202","Joel Flowage",0.32530143,"WI"
"16203","Ember Lake",0.048,"WI"
"16204","Culbertson Lake",0.108,"WI"
"16205","Schaaf Lake",0.073,"WI"
"16206","East Stephens Settling Basin",1.0349687,"WI"
"16207","Johnson Lake",0.14,"WI"
"16208","Grenquist Lake",0.237,"WI"
"16209","Falls Lakes",0.057,"WI"
"16210","Chain Lakes",0.054,"WI"
"16211","Highland Lake",0.057,"WI"
"16212","Pine Lake",0.322,"WI"
"16213","Thatcher Lake",0.095,"WI"
"16214","Long Lake",0.06,"WI"
"16215","Bass Lake",0.078,"WI"
"16216","Old Mill Pond",0.007,"WI"
"16217","Stulen Lake",0.091,"WI"
"16218","Mud Lake",0.03,"WI"
"16219","Crystal Lake",0.444,"WI"
"16220","Little Bass Lake",0.102,"WI"
"16221","Meeker Run Lake",0.085,"WI"
"16222","Kidney Lake",0.157,"WI"
"16223","Mud Lake",0.194,"WI"
"16224","Lower Spirit Lake",0.096,"WI"
"16225","Kirby Lake",0.395,"WI"
"16226","Lindy Lake",0.217,"WI"
"16227","Mystery Lake",0.094,"WI"
"16228","Beartrack Lake",0.24,"WI"
"16229","Wilcox Lake",0.224,"WI"
"16230","Hoinville Lake",0.241,"WI"
"16231","Banks Lake",0.184,"WI"
"16232","Otto Lake",0.601,"WI"
"16233","Redman Lake",0.051,"WI"
"16234","Deep Lake",0.012,"WI"
"16235","Grassy Lake",0.156,"WI"
"16236","Upper Vermillion Lake",0.36889579,"WI"
"16237","Deer Lake",0.051,"WI"
"16238","McLain Lake",0.578,"WI"
"16239","Sherman Lake",0.126,"WI"
"16240","Middle Kimball Lake",0.388,"WI"
"16241","Shingle Camp Lake",0.059,"WI"
"16242","Little Silver Lake",0.097,"WI"
"16243","Anderson Lake",0.063,"WI"
"16244","Mud Lake",0.058,"WI"
"16245","Big Lake",0.03,"WI"
"16246","Butternut Lake",0.587,"WI"
"16247","Tony Lake",0.061,"WI"
"16248","Webb Lake",0.176,"WI"
"16249","Stone Lake",0.898,"WI"
"16250","Wallace Lake",0.038,"WI"
"16251","Shallow Lake",0.257,"WI"
"16252","Round Lake",0.101,"WI"
"16253","Harrison Lake",0.068,"WI"
"16254","Chain Lake",0.095,"WI"
"16255","Wagner Lake",0.081,"WI"
"16256","Lost Lake",0.045,"WI"
"16257","Beglinger Lake",0.11674547,"WI"
"16258","Browns Lake",0.107,"WI"
"16259","Evergreen Lake",0.063,"WI"
"16260","Muck Lake",0.079,"WI"
"16261","Miller Lake",0.13,"WI"
"16262","Red Lake",1.026,"WI"
"16263","Bass Lake",0.208,"WI"
"16264","Fenton Lake",0.285,"WI"
"16265","Little Steele Lake",0.092,"WI"
"16266","Continental Lake",0.098,"WI"
"16267","Rainy Lake",0.054,"WI"
"16268","Lydon Lake",0.046,"WI"
"16269","Lobo Lake",0.526,"WI"
"16270","Mud Lake",0.092,"WI"
"16271","Mud Lake",0.511,"WI"
"16272","Goose Lake",0.044,"WI"
"16273","Sugar Bush Lake",0.287,"WI"
"16274","Colton Flowage 95",0.19044655,"WI"
"16275","Brinkman Lake",0.076,"WI"
"16276","Deer Print Lake",0.076,"WI"
"16277","Pickerel Lake",0.154,"WI"
"16278","Lucius Lake",0.079,"WI"
"16279","Jacobson Lake",0.051,"WI"
"16280","Sugarbush Lake",0.126,"WI"
"16281","Lake 11 2 0.3",0.096,"WI"
"16282","Mud Lake",0.328,"WI"
"16283","High Life Lake",0.081,"WI"
"16284","Koehler Lake",0.058,"WI"
"16285","Colbroth Lake",0.145,"WI"
"16286","Heron Lake",0.123,"WI"
"16287","Robinson Lake",0.37,"WI"
"16288","Little Bass Lake",0.055,"WI"
"16289","North Lake",0.058,"WI"
"16290","Jones Lake",0.15,"WI"
"16291","Turk Lake",0.04,"WI"
"16292","Ruby Lake",0.075,"WI"
"16293","Durphee Lake",1.01999088,"WI"
"16294","Ahmeek Lake",0.215,"WI"
"16295","Lake Hallie",0.318,"WI"
"16296","Lake Three",0.11065861,"WI"
"16297","Twin Lake",0.181,"WI"
"16298","Horseshoe Lake",0.079,"WI"
"16299","Star Lake",0.07,"WI"
"16300","Snake Lake",0.06,"WI"
"16301","Two Island Lake",0.119,"WI"
"16302","Little Lac Courte Oreilles",0.881,"WI"
"16303","Minor Lake",0.03714468,"WI"
"16304","Trout Lake",0.06,"WI"
"16305","Star Lake",0.026,"WI"
"16306","O'Neil Flowage 0.2",0.28498164,"WI"
"16307","Beaver Lake",0.064,"WI"
"16308","Triple Lakes",0.099,"WI"
"16309","Twin Bear Lake",0.636,"WI"
"16310","Round Lake",0.031,"WI"
"16311","Rassmusson Lake",0.026,"WI"
"16312","Mossback Lake",0.027,"WI"
"16313","Boot Lake",0.127,"WI"
"16314","Silver Lake",0.007,"WI"
"16315","Kettle Lake",0.011,"WI"
"16316","Johnson Lake",0.041,"WI"
"16317","Weirgor Lake",0.168,"WI"
"16318","West Lake",0.023,"WI"
"16319","Bell Lake",0.054,"WI"
"16320","Mud Lake",0.076,"WI"
"16321","Mirror Lake",0.16,"WI"
"16322","Bladder Lake",0.34,"WI"
"16323","Mirror Lake",0.052,"WI"
"16324","Fall Creek Pond",0.061,"WI"
"16325","Parker Lake",0.085,"WI"
"16326","Bull Moose Lake",0.171,"WI"
"16327","Reynard Lake",0.136,"WI"
"16328","Hay Lake",0.242,"WI"
"16329","Wanoka Lake",0.062,"WI"
"16330","Honey Lake",0.041,"WI"
"16331","Hayshore Lake",0.788,"WI"
"16332","Planning Lake",0.07,"WI"
"16333","Muck Lake",0.023,"WI"
"16334","Lake Bullhead",0.033,"WI"
"16335","Davies Lake",0.077,"WI"
"16336","Line Lake",0.031,"WI"
"16337","Lake Henry",0.163,"WI"
"16338","Overby Lake",0.029,"WI"
"16339","Pine Lake",0.031,"WI"
"16340","Hoist Lake",0.029,"WI"
"16341","Long Lake",0.008,"WI"
"16342","Windfall Lake",0.421,"WI"
"16343","Miller Lake",0.142,"WI"
"16344","Horseshoe Lake",0.073,"WI"
"16345","McGregor Lake",0.979,"WI"
"16346","Moose Lake",0.021,"WI"
"16347","State Line Slough",0.011,"WI"
"16348","Bruno Lake",0.018,"WI"
"16349","Little Cranberry Lake",0.035,"WI"
"16350","McGinnis Lake",0.012,"WI"
"16351","Perch Lake",0.05,"WI"
"16352","Hope Lake",0.027,"WI"
"16353","Douglas Pond",0.08194938,"WI"
"16354","Partridge Crop Lake",0.185,"WI"
"16355","Christy Lake",0.494,"WI"
"16356","Marengo Lake",0.385,"WI"
"16357","Bentley Lake",0.0101989,"WI"
"16358","Hadley Lake",0.237,"WI"
"16359","Mud Lake",0.027,"WI"
"16360","Long Slough",0.142,"WI"
"16361","Kocmoud Lake",0.08916772,"WI"
"16362","McLaren Lake",0.273,"WI"
"16363","Beaver Lake",0.112,"WI"
"16364","Southwest Lake",0.104,"WI"
"16365","East Twin Lake",0.455,"WI"
"16366","Spider Lake",0.35,"WI"
"16367","Shoulder Creek Flowage 0.2",0.02,"WI"
"16368","Hanson Lake",0.136,"WI"
"16369","Dry Land Flowage",0.051,"WI"
"16370","Pictured Rock Lake",0.019,"WI"
"16371","Diamond Lake",0.199,"WI"
"16372","Oxbo Lake",0.019,"WI"
"16373","Alder Lake 19",0.055,"WI"
"16374","Squaw Mound Flowage",0.056,"WI"
"16375","Dave Lake",0.079,"WI"
"16376","Dog Lake",0.133,"WI"
"16377","East Silver Lake",0.022,"WI"
"16378","Lee Lake 15",0.12,"WI"
"16379","Lower Wilson Marsh Flowage",0.042,"WI"
"16380","Nona Lake",0.024,"WI"
"16381","Wyman Lake",0.028,"WI"
"16382","Battle Point Flowage",0.11079286,"WI"
"16383","Polack Lake",0.049,"WI"
"16384","Upper Steve Creek Flowage",0.558,"WI"
"16385","LeClaire Lake",0.118,"WI"
"16386","Weber Flowage",0.06354488,"WI"
"16387","Dollar Lake",0.048,"WI"
"16388","Lake 23 15 6",0.33386224,"WI"
"16389","Eureka Lake",0.158,"WI"
"16390","Bog Lake",0.145,"WI"
"16391","Hawkins Lake",0.049,"WI"
"16392","McIlquham Lake",0.136,"WI"
"16393","Sawdust Marsh",0.194,"WI"
"16394","0.4 Reservoir",0.09580782,"WI"
"16395","Sackett Lake",0.244,"WI"
"16396","Washington Flowage",0.05437686,"WI"
"16397","Bullhead Lake",0.031,"WI"
"16398","Lake 21-7 8",0.113,"WI"
"16399","Duck Lake",0.12,"WI"
"16400","Shine Lake",0.02956789,"WI"
"16401","Little Dardis Lake",0.072,"WI"
"16402","Big Dardis Lake",0.565,"WI"
"16403","Blockhouse Lake",0.955,"WI"
"16404","Gibbs Lake",0.031,"WI"
"16405","Hoffman Lake",0.339,"WI"
"16406","Snider Lake",0.039,"WI"
"16407","0.5 Reservoir",0.016,"WI"
"16408","Winding Creek Rearing Pond 1",0.148,"WI"
"16409","Sailor Lake",0.68,"WI"
"16410","Rustic Acres Lake",0.057,"WI"
"16411","Black Lake",0.066,"WI"
"16412","Lake Nine",0.24,"WI"
"16413","Cheek Slough",0.138,"WI"
"16414","Little Briens Lake",0.044,"WI"
"16415","South Lake",0.125,"WI"
"16416","Obadash Lake",0.044,"WI"
"16417","Lake Lavina",0.252,"WI"
"16418","Spirit Lake",0.071,"WI"
"16419","Byhre Lake",0.2715875,"WI"
"16420","Marty Lake",0.051,"WI"
"16421","Dollar Lake",0.035,"WI"
"16422","Pine Lake",1.213,"WI"
"16423","Keough Lake",0.019,"WI"
"16424","Wilson Lake",0.629,"WI"
"16425","July Lake",0.015,"WI"
"16426","Lake Allu",0.02,"WI"
"16427","Mud Lake",0.003,"WI"
"16428","Reimer Lake",0.051,"WI"
"16429","Lake Erie",0.129,"WI"
"16430","Twin Lakes",0.065,"WI"
"16431","0.49 Reservoir",0.014,"WI"
"16432","1 Reservoir",0.032,"WI"
"16433","Randall Lake",0.468,"WI"
"16434","Judd Lake",0.006,"WI"
"16435","Favil Lake",0.171,"WI"
"16436","Reservation Line Lake",0.184,"WI"
"16437","Kelly Lake",0.141,"WI"
"16438","Norway Pine Lake",0.121,"WI"
"16439","Oak Lake",0.12,"WI"
"16440","Otter Lake",0.02,"WI"
"16441","Cranberry Lake",0.262,"WI"
"16442","Hill Lake",0.084,"WI"
"16443","Tippecanoe Lake",0.579,"WI"
"16444","Birch Lake",0.264,"WI"
"16445","Cedar Lake",0.756,"WI"
"16446","North Rice Lake",0.185,"WI"
"16447","Tank Lake",0.054,"WI"
"16448","Grass Lake",0.015,"WI"
"16449","Circle Lily Lake",0.90736701,"WI"
"16450","Marion Lake",0.072,"WI"
"16451","George Lake",0.33,"WI"
"16452","Smoky Hill Flowage",0.164,"WI"
"16453","Homestead Lake",0.086,"WI"
"16454","No Mans Lake",0.933,"WI"
"16455","Lake Adelaide",0.232,"WI"
"16456","Copper Pond",0.009,"WI"
"16457","Fisher Flowage",0.096,"WI"
"16458","McCabe Lake",0.05,"WI"
"16459","Lynx Lake",0.014,"WI"
"16460","Hook Lake",0.053,"WI"
"16461","Sunday Lake",0.352,"WI"
"16462","Fawn Lake",0.283,"WI"
"16463","Fishers Lake",0.016,"WI"
"16464","Foxpaw Lake",0.048,"WI"
"16465","Swamp Lake",1.188,"WI"
"16466","Lake of the Dells",0.05,"WI"
"16467","Warrior Lake",0.112,"WI"
"16468","Ridge Lake",0.031,"WI"
"16469","Orchid Lake",0.057,"WI"
"16470","Elbow Lake",0.105,"WI"
"16471","Bass Lake",0.26,"WI"
"16472","Lake Lee",0.001,"WI"
"16473","Kitty Springs",0.045,"WI"
"16474","Great Corn Lake",0.142,"WI"
"16475","Pukall Lake",0.08384023,"WI"
"16476","Garth Lake",0.47,"WI"
"16477","Swartz Lake",0.027,"WI"
"16478","Stewart Lake 2",0.023,"WI"
"16479","Spring Pond",0.01074183,"WI"
"16480","Yawkey Lake",0.373,"WI"
"16481","Whitney Lake",0.91367224,"WI"
"16482","Bullhead Lake",0.142,"WI"
"16483","Arnested Lake",0.004,"WI"
"16484","Teal Lake",0.013,"WI"
"16485","Northeast Lake",0.185,"WI"
"16486","Lake Virginia 2",0.118,"WI"
"16487","Lake Blass",0.13274763,"WI"
"16488","Little Lake",0.007,"WI"
"16489","West Mitchell Lake",0.223,"WI"
"16490","South Blue Lake",0.308,"WI"
"16491","Jingwak Lake",0.012,"WI"
"16492","Bear Lake",0.307,"WI"
"16493","Image Lake",0.104,"WI"
"16494","Clark Lake",0.159,"WI"
"16495","Jyme Lake",0.00332628,"WI"
"16496","Little Oxbow Lake",0.393,"WI"
"16497","Fish Lake",0.804,"WI"
"16498","Perry Lake",0.059,"WI"
"16499","Arneson Lake",0.025,"WI"
"16500","Flora Lake",0.412,"WI"
"16501","Lower Aimer Lake",0.129,"WI"
"16502","Queen Lake",0.021,"WI"
"16503","Lily Lake",0.17,"WI"
"16504","Emerald Lake",0.115,"WI"
"16505","Little John Junior Lake",0.087,"WI"
"16506","Nelson Lake",0.045,"WI"
"16507","Buck Lake",0.012,"WI"
"16508","South Two Lakes",0.897,"WI"
"16509","Grassy Lake",0.435,"WI"
"16510","Winifred Lake",0.049,"WI"
"16511","Range Lake",0.076,"WI"
"16512","Weary Lake",0.043,"WI"
"16513","Rollers Lake",0.07,"WI"
"16514","Long Lake",0.457,"WI"
"16515","Little Bass Lake",0.176,"WI"
"16516","Russet Lake",0.186,"WI"
"16517","Saint Augustine Lake",0.038,"WI"
"16518","Pritch Lake",0.028,"WI"
"16519","Beaver Lake",0.034,"WI"
"16520","Sweeny Lake",0.774,"WI"
"16521","Nebish Lake",0.377,"WI"
"16522","Morton Lake",0.663,"WI"
"16523","Twilight Lake",0.031,"WI"
"16524","Berland Lake",0.023,"WI"
"16525","Allen Lake",0.036,"WI"
"16526","Fox Lake",0.096,"WI"
"16527","Lake Joanis",0.094,"WI"
"16528","Lost Lake",0.038,"WI"
"16529","Clear Lake",0.166,"WI"
"16530","Long Lake",0.261,"WI"
"16531","Pier Lake",0.352,"WI"
"16532","Dog Lake",0.148,"WI"
"16533","Little Gibson Lake",0.13,"WI"
"16534","Kordick Lake",0.034,"WI"
"16535","Mirror Lake",0.081,"WI"
"16536","Jones Lake",0.223,"WI"
"16537","0.9 Reservoir",0.029,"WI"
"16538","Jute Lake",0.772,"WI"
"16539","Bergner Lake",0.162,"WI"
"16540","Sand Lake",0.208,"WI"
"16541","Turtle Lake",0.023,"WI"
"16542","Squaw Lake",0.33,"WI"
"16543","Velvet Lake",0.13424243,"WI"
"16544","Tuesday Lake",0.016,"WI"
"16545","Reeder Lake",0.014,"WI"
"16546","Silverbass Lake",0.119,"WI"
"16547","Kuehn Lake",0.013,"WI"
"16548","Deadwood Lake",0.096,"WI"
"16549","Mud Lake",0.029,"WI"
"16550","Crooked Lake",0.067,"WI"
"16551","Moraine Lake",0.035,"WI"
"16552","Mudhen Lake",0.093,"WI"
"16553","Cranberry Lake",0.025,"WI"
"16554","South Bay",0.985,"WI"
"16555","Dutch Lake",0.09,"WI"
"16556","Lake Virginia",0.043,"WI"
"16557","Bohn Lake",0.05,"WI"
"16558","Snake Lake",0.02,"WI"
"16559","Spider Lake",0.498,"WI"
"16560","Moon Lake",0.529,"WI"
"16561","Lake Columbia",1.531,"WI"
"16562","Mud Lake",0.01114132,"WI"
"16563","Wharton Lake",0.129,"WI"
"16564","Tamarack Lake",0.002,"WI"
"16565","Two Island Lake",0.13,"WI"
"16566","Otter Lake",0.033,"WI"
"16567","Finley Lake",0.438,"WI"
"16568","Ennis Lake",0.117,"WI"
"16569","Swamp Lake",0.067,"WI"
"16570","Cuenin Lake",0.114,"WI"
"16571","Ewald Lake",0.076,"WI"
"16572","Langley Lake",0.027,"WI"
"16573","Indian Lake",0.516,"WI"
"16574","Mud Lake",0.031,"WI"
"16575","Fox Lake",0.032,"WI"
"16576","Camp Twelve Lake",0.131,"WI"
"16577","Mule Lake",0.127,"WI"
"16578","Metcalf Lake",0.103,"WI"
"16579","Silver Lake",0.121,"WI"
"16580","Crow Lake",0.036,"WI"
"16581","Chain Lake",0.91224737,"WI"
"16582","Chickaree Lake",0.117,"WI"
"16583","Bullfrog Lake",0.065,"WI"
"16584","Honeysuckle Lake",0.148,"WI"
"16585","Spring Lake",0.838,"WI"
"16586","Riley Lake",0.033,"WI"
"16587","Haven Lake",0.217,"WI"
"16588","Sunset Lake",0.839,"WI"
"16589","Arbutus Lake",0.234,"WI"
"16590","Rice Lake",0.32,"WI"
"16591","Twin Lakes",0.035,"WI"
"16592","Pine Lake",0.093,"WI"
"16593","Bass Lake",0.329,"WI"
"16594","Deep Lake",0.042,"WI"
"16595","Big Donahue Lake",0.374,"WI"
"16596","Townline Lake",0.073,"WI"
"16597","Del Stengl Lake",0.129,"WI"
"16598","Aldridge Lake",0.573,"WI"
"16599","Range Line Lake",0.245,"WI"
"16600","Lake Elaine",0.058,"WI"
"16601","Fisher Lake",0.0841775,"WI"
"16602","Corey Lake",0.085,"WI"
"16603","Onland Lake",0.194,"WI"
"16604","Sunset Lake",0.256,"WI"
"16605","Bog Lake",0.041,"WI"
"16606","Jay Lake",0.025,"WI"
"16607","Rinehart Lake",0.174,"WI"
"16608","Little Partridge Lake",0.054,"WI"
"16609","Kerr Lake",0.032,"WI"
"16610","Albino Lake",0.086,"WI"
"16611","Thorn Lake",0.049,"WI"
"16612","Dollar Lake",0.022,"WI"
"16613","Loon Lake",0.144,"WI"
"16614","Silver Lake",0.233,"WI"
"16615","Amber Lake",0.073,"WI"
"16616","Hawkos Pond",0.066,"WI"
"16617","Snag Lake",0.145,"WI"
"16618","Deep Wood Lake",0.288,"WI"
"16619","Chickadee Lake",0.023,"WI"
"16620","Dunkirk Millpond 442",0.067,"WI"
"16621","Alga Lake",0.041,"WI"
"16622","Clearwater Lake",1.356,"WI"
"16623","Rade Lake",0.156,"WI"
"16624","Twist Lake",0.062,"WI"
